"Abstract"	"Refid"	"Title"	"content"
"Leishmania is the causative agent of leishmaniasis, a deadly protozoan disease which affects over 1 million people each year. Autochthonous cases of canine leishmaniasis are generally associated with tropical and subtropical climatic zones. However, in 1999, U.S. hunting dogs were found to have leishmaniasis with no history of travel outside the country. Transmission of this disease was found to be primarily vertical. In endemic areas, dogs are a dominant domestic reservoir host for Leishmania infantum. This study evaluated L. infantum infection prevalence and incidence within US dogs tested over a nine-year span (2007‚Äì2015). This investigation used both passive and active surveillance, following an initial outbreak investigation by the Centers for Disease Control. L. infantum infection incidence and prevalence over time and across regions were examined to evaluate whether transmission was sufficient to maintain ongoing infection within this population. These studies also established whether this disease is becoming more or less prominent within this reservoir host, dogs. There was no significant difference between prevalence and incidence rates via as measured by passive vs. active surveillance. Although due to fluctuations in sample submission there were significant changes in both incidence and prevalence of L. infantum in US hunting dogs over this nine year span, these differences were not outside of the interquartile range and therefore there is likely to be a steady-state of transmission within U.S. dogs. Based on these findings, if vertical transmission is the primary means of L. infantum spread in U.S. dogs, with appropriate husbandry and infection control procedures, elimination of L. infantum from US dogs could be possible. ¬"	80035	"Leishmania incidence and prevalence in U.S. hunting hounds maintained via vertical transmission"	"Leishmania incidence and prevalence in U.S. hunting hounds maintained via vertical transmission | Leishmania is the causative agent of leishmaniasis, a deadly protozoan disease which affects over 1 million people each year. Autochthonous cases of canine leishmaniasis are generally associated with tropical and subtropical climatic zones. However, in 1999, U.S. hunting dogs were found to have leishmaniasis with no history of travel outside the country. Transmission of this disease was found to be primarily vertical. In endemic areas, dogs are a dominant domestic reservoir host for Leishmania infantum. This study evaluated L. infantum infection prevalence and incidence within US dogs tested over a nine-year span (2007‚Äì2015). This investigation used both passive and active surveillance, following an initial outbreak investigation by the Centers for Disease Control. L. infantum infection incidence and prevalence over time and across regions were examined to evaluate whether transmission was sufficient to maintain ongoing infection within this population. These studies also established whether this disease is becoming more or less prominent within this reservoir host, dogs. There was no significant difference between prevalence and incidence rates via as measured by passive vs. active surveillance. Although due to fluctuations in sample submission there were significant changes in both incidence and prevalence of L. infantum in US hunting dogs over this nine year span, these differences were not outside of the interquartile range and therefore there is likely to be a steady-state of transmission within U.S. dogs. Based on these findings, if vertical transmission is the primary means of L. infantum spread in U.S. dogs, with appropriate husbandry and infection control procedures, elimination of L. infantum from US dogs could be possible. ¬"
"Objective: To determine the prevalence of selected canine vector-borne diseases (Leishmania infantum, Anaplasma spp., Ehrlichia canis, Borrelia burgdorferi and Dirofilaria immitis) and endo- and ectoparasites in Samoan dogs presenting for surgical sterilisation and to report on the general health management of the dogs. Methods: This study was a prospective serological cross-sectional survey. Management data were obtained for 242 dogs by interview with their owners. Blood samples were collected from 237 dogs and screened for the canine vector-borne diseases using point-of-care qualitative ELISA assays. Anaplasma spp. positive samples were screened by PCR and sequenced for species identification. Rectal faecal samples were collected from 204 dogs for faecal flotation and immunofluorescent antibody tests were performed for Giardia and Cryptosporidium spp. on a subset of 93 faecal samples. The skin and coat of 221 dogs were examined for presence of ectoparasites. Results: The D. immitis antigen was detected in 46.8% (111/237) of dogs. Seroprevalence of Anaplasma spp. was 8.4% (20/237); A. platys was confirmed by PCR. Prevalence of hookworm was 92.6% (185/205) and Giardia was 29.0% (27/93). Ectoparasites were detected on 210/221 (95.0%) of dogs examined and 228/242 dogs (94.2%) had previously never received any preventative medication. Conclusions: There was a very high prevalence of D. immitis, hookworm and external parasites in Samoan dogs, and prophylactic medication is rarely administered. This is the first report confirming A. platys in Samoa and the South Pacific islands. The public health implications of poor management of the dogs should be considered and investigated further. ¬"	80034	"Cross-sectional survey of health management and prevalence of vector-borne diseases, endoparasites and ectoparasites in Samoan dogs"	"Cross-sectional survey of health management and prevalence of vector-borne diseases, endoparasites and ectoparasites in Samoan dogs | Objective: To determine the prevalence of selected canine vector-borne diseases (Leishmania infantum, Anaplasma spp., Ehrlichia canis, Borrelia burgdorferi and Dirofilaria immitis) and endo- and ectoparasites in Samoan dogs presenting for surgical sterilisation and to report on the general health management of the dogs. Methods: This study was a prospective serological cross-sectional survey. Management data were obtained for 242 dogs by interview with their owners. Blood samples were collected from 237 dogs and screened for the canine vector-borne diseases using point-of-care qualitative ELISA assays. Anaplasma spp. positive samples were screened by PCR and sequenced for species identification. Rectal faecal samples were collected from 204 dogs for faecal flotation and immunofluorescent antibody tests were performed for Giardia and Cryptosporidium spp. on a subset of 93 faecal samples. The skin and coat of 221 dogs were examined for presence of ectoparasites. Results: The D. immitis antigen was detected in 46.8% (111/237) of dogs. Seroprevalence of Anaplasma spp. was 8.4% (20/237); A. platys was confirmed by PCR. Prevalence of hookworm was 92.6% (185/205) and Giardia was 29.0% (27/93). Ectoparasites were detected on 210/221 (95.0%) of dogs examined and 228/242 dogs (94.2%) had previously never received any preventative medication. Conclusions: There was a very high prevalence of D. immitis, hookworm and external parasites in Samoan dogs, and prophylactic medication is rarely administered. This is the first report confirming A. platys in Samoa and the South Pacific islands. The public health implications of poor management of the dogs should be considered and investigated further. ¬"
"In October 2009, two-3 months after an outbreak of a febrile disease with joint pain on the eastern coast of Madagascar, we assessed serologic markers for chikungunya virus (CHIKV), dengue virus (DENV), and Rift Valley fever virus (RVFV) in 1,244 pregnant women at 6 locations. In 2 eastern coast towns, IgG seroprevalence against CHIKV was 45% and 23%; IgM seroprevalence was 28% and 5%. IgG seroprevalence against DENV was 17% and 11%. No anti-DENV IgM was detected. At 4 locations, 450-1,300 m high, IgG seroprevalence against CHIKV was 0%-3%, suggesting CHIKV had not spread to higher inland-altitudes. Four women had IgG against RVFV, probably antibodies from a 2008 epidemic. Most (78%) women from coastal locations with CHIKV-specific IgG reported joint pain and stiffness; 21% reported no symptoms. CHIKV infection was significantly associated with high bodyweight. The outbreak was an isolated CHIKV epidemic without relevant DENV co-transmission."	311	"Seroprevalence of Antibodies against Chikungunya, Dengue, and Rift Valley Fever Viruses after Febrile Illness Outbreak, Madagascar"	"Seroprevalence of Antibodies against Chikungunya, Dengue, and Rift Valley Fever Viruses after Febrile Illness Outbreak, Madagascar | In October 2009, two-3 months after an outbreak of a febrile disease with joint pain on the eastern coast of Madagascar, we assessed serologic markers for chikungunya virus (CHIKV), dengue virus (DENV), and Rift Valley fever virus (RVFV) in 1,244 pregnant women at 6 locations. In 2 eastern coast towns, IgG seroprevalence against CHIKV was 45% and 23%; IgM seroprevalence was 28% and 5%. IgG seroprevalence against DENV was 17% and 11%. No anti-DENV IgM was detected. At 4 locations, 450-1,300 m high, IgG seroprevalence against CHIKV was 0%-3%, suggesting CHIKV had not spread to higher inland-altitudes. Four women had IgG against RVFV, probably antibodies from a 2008 epidemic. Most (78%) women from coastal locations with CHIKV-specific IgG reported joint pain and stiffness; 21% reported no symptoms. CHIKV infection was significantly associated with high bodyweight. The outbreak was an isolated CHIKV epidemic without relevant DENV co-transmission."
"Objective: To measure seroprevalence of Rift Valley Fever virus infection among abattoirs workers in Southwestern Saudi Arabia. Materials and Methods: Abattoirs in the region (Jazan, Aseer and Al Qunfuda) were visited. Veterinarians and butchers were studied. Blood samples were then taken and tested for RVF-specific IgG and IgM (ELISAs). Results: The present study included 62 abattoir workers. None of whom tested were positive for RVF specific IgM. The overall prevalence of RVF IgG among butchers reached 8% (95% CI: 1.3-75.8). Among the 31 Bengali butchers 3 were RVF IgG positive giving a prevalence of 9.7% (95% CI: 2.0-25.8), while among four Saudi butchers one was RVF IgG positive (25%, 95% CI: 1.3-75.8). Conclusions: The study documented the lack of recent RVF activity among abattoirs workers. High-risk, occupationally exposed abattoir workers represent a useful sentinel population for surveillance of RVF, especially in the absence of clinical disease."	295	"Exposure of abattoirs workers to rift valley fever virus infection in Southwestern Saudi Arabia"	"Exposure of abattoirs workers to rift valley fever virus infection in Southwestern Saudi Arabia | Objective: To measure seroprevalence of Rift Valley Fever virus infection among abattoirs workers in Southwestern Saudi Arabia. Materials and Methods: Abattoirs in the region (Jazan, Aseer and Al Qunfuda) were visited. Veterinarians and butchers were studied. Blood samples were then taken and tested for RVF-specific IgG and IgM (ELISAs). Results: The present study included 62 abattoir workers. None of whom tested were positive for RVF specific IgM. The overall prevalence of RVF IgG among butchers reached 8% (95% CI: 1.3-75.8). Among the 31 Bengali butchers 3 were RVF IgG positive giving a prevalence of 9.7% (95% CI: 2.0-25.8), while among four Saudi butchers one was RVF IgG positive (25%, 95% CI: 1.3-75.8). Conclusions: The study documented the lack of recent RVF activity among abattoirs workers. High-risk, occupationally exposed abattoir workers represent a useful sentinel population for surveillance of RVF, especially in the absence of clinical disease."
"Background: Since the first isolation of the Rift Valley Fever virus (RVFV) in 1930s, there have been several epizootics outbreaks in the tropic mainly in Africa including Sudan. Recognition of cases and diagnosis of RVF are critical for management and control of the disease. Aims: To investigate the seroprevalence and risk factors for seropostive to RVFV IgG among febrile patients. Methods: All febrile patients presented to New Halfa hospital in eastern Sudan during September through November 2007 were investigated to identify the cause of their fever including malaria and RFV. Results: Out of 290 feverish patients presented to the hospital, malaria was diagnosis in 94 individuals. Fevers of unknown origin were diagnosed in 149 patients. Seropostive to RVFV IgG was detected by enzyme-linked immunosorbent assay in 122 (81.8%) of the sera from these 149 patients with fever of unknown origin. While socio-demographic characteristics (age, Job, education and residency) were not associated with seropostive to RVFV IgG, male (OR = 2.8, 95% CI = 1.0-7.6; P = 0.04) were at three times higher risk for seropostive to RVFV IgG. Conclusion: There was a high seropostive to RVFV IgG in this setting, more research is needed perhaps using other methods like PCR and IGM."	512	"Rift Valley fever among febrile patients at New Halfa hospital, eastern Sudan"	"Rift Valley fever among febrile patients at New Halfa hospital, eastern Sudan | Background: Since the first isolation of the Rift Valley Fever virus (RVFV) in 1930s, there have been several epizootics outbreaks in the tropic mainly in Africa including Sudan. Recognition of cases and diagnosis of RVF are critical for management and control of the disease. Aims: To investigate the seroprevalence and risk factors for seropostive to RVFV IgG among febrile patients. Methods: All febrile patients presented to New Halfa hospital in eastern Sudan during September through November 2007 were investigated to identify the cause of their fever including malaria and RFV. Results: Out of 290 feverish patients presented to the hospital, malaria was diagnosis in 94 individuals. Fevers of unknown origin were diagnosed in 149 patients. Seropostive to RVFV IgG was detected by enzyme-linked immunosorbent assay in 122 (81.8%) of the sera from these 149 patients with fever of unknown origin. While socio-demographic characteristics (age, Job, education and residency) were not associated with seropostive to RVFV IgG, male (OR = 2.8, 95% CI = 1.0-7.6; P = 0.04) were at three times higher risk for seropostive to RVFV IgG. Conclusion: There was a high seropostive to RVFV IgG in this setting, more research is needed perhaps using other methods like PCR and IGM."
"The aim of this study was to detect the seroprevalence of Rift Valley Fever virus antibodies in sheep and goat in Ninavah Provence, The study was included Examination of 368 serum samples, 184 samples for each species of animals (Ewes and female goats (Does), Pregnant, Aborted and lambs or kids 1-2 weeks old) in different areas Ninavah from October 2012 to February 2013. The samples were examined by using competitive ELISA test and measured the level of blood protein, total and direct bilirubin and estimation of some liver enzymes The results of study was revealed that the total percentage of seropositive samples to the c-ELISA was 2.99% (11/368 samples), divided to 1.08% in sheep (2/184) and 4.89% in goats (9/184) and 2.17% from the sample was doubtful. The highest ratio from seropositive was in aborted female goats 72.73% (8/11), while the ratio was equal between aborted ewes, pregnant ewe's and pregnant female goats was 9.09%. There was no positive samples in lambs or goat kids 1-2 weeks of age. There was significantly increased in total protein in serum of seropositive animals compared with control group."	283	"Seroprevelance study of Rift Valley fever antibody in sheep and goats in Ninevah governorate"	"Seroprevelance study of Rift Valley fever antibody in sheep and goats in Ninevah governorate | The aim of this study was to detect the seroprevalence of Rift Valley Fever virus antibodies in sheep and goat in Ninavah Provence, The study was included Examination of 368 serum samples, 184 samples for each species of animals (Ewes and female goats (Does), Pregnant, Aborted and lambs or kids 1-2 weeks old) in different areas Ninavah from October 2012 to February 2013. The samples were examined by using competitive ELISA test and measured the level of blood protein, total and direct bilirubin and estimation of some liver enzymes The results of study was revealed that the total percentage of seropositive samples to the c-ELISA was 2.99% (11/368 samples), divided to 1.08% in sheep (2/184) and 4.89% in goats (9/184) and 2.17% from the sample was doubtful. The highest ratio from seropositive was in aborted female goats 72.73% (8/11), while the ratio was equal between aborted ewes, pregnant ewe's and pregnant female goats was 9.09%. There was no positive samples in lambs or goat kids 1-2 weeks of age. There was significantly increased in total protein in serum of seropositive animals compared with control group."
"BackgroundIn recent years, evidence of Rift Valley fever (RVF) transmission during inter-epidemic periods in parts of Africa has increasingly been reported. The inter-epidemic transmissions generally pass undetected where there is no surveillance in the livestock or human populations. We studied the presence of and the determinants for inter-epidemic RVF transmission in an area experiencing annual flooding in southern Tanzania.MethodologyA cross-sectional sero-survey was conducted in randomly selected cattle, sheep and goats in the Kilombero river valley from May to August 2011, approximately four years after the 2006/07 RVF outbreak in Tanzania. The exposure status to RVF virus (RVFV) was determined using two commercial ELISA kits, detecting IgM and IgG antibodies in serum. Information about determinants was obtained through structured interviews with herd owners.FindingsAn overall seroprevalence of 11.3% (n<U+200A>=<U+200A>1680) was recorded; 5.5% in animals born after the 2006/07 RVF outbreak and 22.7% in animals present during the outbreak. There was a linear increase in prevalence in the post-epidemic annual cohorts. Nine inhibition-ELISA positive samples were also positive for RVFV IgM antibodies indicating a recent infection. The spatial distribution of seroprevalence exhibited a few hotspots. The sex difference in seroprevalence in animals born after the previous epidemic was not significant (6.1% vs. 4.6% for females and males respectively, p<U+200A>=<U+200A>0.158) whereas it was significant in animals present during the outbreak (26.0% vs. 7.8% for females and males respectively, p<0.001). Animals living >15 km from the flood plain were more likely to have antibodies than those living <5 km (OR 1.92; 95% CI 1.04-3.56). Species, breed, herd composition, grazing practices and altitude were not associated with seropositivity.ConclusionThese findings indicate post-epidemic transmission of RVFV in the study area. The linear increase in seroprevalence in the post-epidemic annual cohorts implies a constant exposure and presence of active foci transmission preceding the survey."	274	"Inter-epidemic Transmission of Rift Valley Fever in Livestock in the Kilombero River Valley, Tanzania: A Cross-Sectional Survey"	"Inter-epidemic Transmission of Rift Valley Fever in Livestock in the Kilombero River Valley, Tanzania: A Cross-Sectional Survey | BackgroundIn recent years, evidence of Rift Valley fever (RVF) transmission during inter-epidemic periods in parts of Africa has increasingly been reported. The inter-epidemic transmissions generally pass undetected where there is no surveillance in the livestock or human populations. We studied the presence of and the determinants for inter-epidemic RVF transmission in an area experiencing annual flooding in southern Tanzania.MethodologyA cross-sectional sero-survey was conducted in randomly selected cattle, sheep and goats in the Kilombero river valley from May to August 2011, approximately four years after the 2006/07 RVF outbreak in Tanzania. The exposure status to RVF virus (RVFV) was determined using two commercial ELISA kits, detecting IgM and IgG antibodies in serum. Information about determinants was obtained through structured interviews with herd owners.FindingsAn overall seroprevalence of 11.3% (n<U+200A>=<U+200A>1680) was recorded; 5.5% in animals born after the 2006/07 RVF outbreak and 22.7% in animals present during the outbreak. There was a linear increase in prevalence in the post-epidemic annual cohorts. Nine inhibition-ELISA positive samples were also positive for RVFV IgM antibodies indicating a recent infection. The spatial distribution of seroprevalence exhibited a few hotspots. The sex difference in seroprevalence in animals born after the previous epidemic was not significant (6.1% vs. 4.6% for females and males respectively, p<U+200A>=<U+200A>0.158) whereas it was significant in animals present during the outbreak (26.0% vs. 7.8% for females and males respectively, p<0.001). Animals living >15 km from the flood plain were more likely to have antibodies than those living <5 km (OR 1.92; 95% CI 1.04-3.56). Species, breed, herd composition, grazing practices and altitude were not associated with seropositivity.ConclusionThese findings indicate post-epidemic transmission of RVFV in the study area. The linear increase in seroprevalence in the post-epidemic annual cohorts implies a constant exposure and presence of active foci transmission preceding the survey."
"Background: West Nile virus (WNV) and Rift Valley fever virus (RVFV) are mosquito-borne viral diseases. The objective of this study was to investigate the RVFV and WNV infections as serologically in different mammalian species (cattle, horse, goat, sheep and water buffalo) in the northern Turkey. Methods: Blood samples randomly collected from 70 each cattle, horse, sheep, goat and water buffalo were analyzed for the presence of antibodies to RVFV and WNV using an competitive enzyme-linked immunosorbent assay (C-ELISA) in northern Turkey. Results: None of the animals were positive for antibodies to RVFV. In contrast, WNV antibodies were found in two of 350 samples (0.57%). Conclusion: This may suggest that the RVFV disease is not present in northern Turkey. This is the first serological study on RVFV in Turkey."	233	"Seroepidemiological Study of West Nile Virus and Rift Valley Fever Virus in Some of Mammalian Species (Herbivores) in Northern Turkey"	"Seroepidemiological Study of West Nile Virus and Rift Valley Fever Virus in Some of Mammalian Species (Herbivores) in Northern Turkey | Background: West Nile virus (WNV) and Rift Valley fever virus (RVFV) are mosquito-borne viral diseases. The objective of this study was to investigate the RVFV and WNV infections as serologically in different mammalian species (cattle, horse, goat, sheep and water buffalo) in the northern Turkey. Methods: Blood samples randomly collected from 70 each cattle, horse, sheep, goat and water buffalo were analyzed for the presence of antibodies to RVFV and WNV using an competitive enzyme-linked immunosorbent assay (C-ELISA) in northern Turkey. Results: None of the animals were positive for antibodies to RVFV. In contrast, WNV antibodies were found in two of 350 samples (0.57%). Conclusion: This may suggest that the RVFV disease is not present in northern Turkey. This is the first serological study on RVFV in Turkey."
"The present study reports the first outbreak of autochthonous canine visceral leishma-niasis in Florian√≥polis, Santa Catarina, southern Brazil. Following the report of two cases of CVL, the Control Center of Zoonotic Diseases conducteda serological survey by ELISA and IFAT assays in seven districts of the Santa Catarina Island. Eleven seropositive dogs of autochthonous transmission were used in the present study. Infection by Leishmania sp. was confirmed by parasitological examination of bone marrow, liver, spleen and lymph nodes, culture in Schneider's medium and PCR. Leishmania sp. isolates were characterized by PCR-RFLP and hybridization with specific probes, allowing for the identification of Leish-mania infantum. Autochthonous transmission of this disease in an area with high tourist traffic presents a major public health concern and signifies the emergence of an important zoonosis in southern Brazil. Therefore, the implementation of surveillance and control measures is imperative to prevent the spread of the disease among the canine population as well as transmission to the human population."	81874	"Outbreak of autochthonous canine visceral leishmaniasis in Santa Catarina, Brazil"	"Outbreak of autochthonous canine visceral leishmaniasis in Santa Catarina, Brazil | The present study reports the first outbreak of autochthonous canine visceral leishma-niasis in Florian√≥polis, Santa Catarina, southern Brazil. Following the report of two cases of CVL, the Control Center of Zoonotic Diseases conducteda serological survey by ELISA and IFAT assays in seven districts of the Santa Catarina Island. Eleven seropositive dogs of autochthonous transmission were used in the present study. Infection by Leishmania sp. was confirmed by parasitological examination of bone marrow, liver, spleen and lymph nodes, culture in Schneider's medium and PCR. Leishmania sp. isolates were characterized by PCR-RFLP and hybridization with specific probes, allowing for the identification of Leish-mania infantum. Autochthonous transmission of this disease in an area with high tourist traffic presents a major public health concern and signifies the emergence of an important zoonosis in southern Brazil. Therefore, the implementation of surveillance and control measures is imperative to prevent the spread of the disease among the canine population as well as transmission to the human population."
"Bacteria belonging to the Anaplasmataceae family are vector transmitted agents that affect a variety of vertebrate hosts including the tick-borne pathogens Ehrlichia canis and Anaplasma platys, which cause canine monocytic ehrlichiosis and cyclic thrombocytopenia, respectively. These two infections, typically reported from tropical and sub-tropical regions, have not been previously reported in dogs from Argentina. A total of 86 blood samples from dogs with suspected rickettsial disease and 28 non-suspected dogs were studied. Analysis included evaluation of hematological findings, PCR for Ehrlichia and Anaplasma species and sequencing of the positive PCR products. E. canis was detected in the blood of six dogs and A. platys in eighteen. All the dogs categorized as non-suspected were negative by PCR. Co-infection with Hepatozoon canis and Babesia vogeli was documented. This first report of E. canis and A. platys infections in dogs from Argentina indicates that these tick-borne infections have a considerably broader range than previously recognized in South America. ¬"	81882	"First description of natural Ehrlichia canis and Anaplasma platys infections in dogs from Argentina"	"First description of natural Ehrlichia canis and Anaplasma platys infections in dogs from Argentina | Bacteria belonging to the Anaplasmataceae family are vector transmitted agents that affect a variety of vertebrate hosts including the tick-borne pathogens Ehrlichia canis and Anaplasma platys, which cause canine monocytic ehrlichiosis and cyclic thrombocytopenia, respectively. These two infections, typically reported from tropical and sub-tropical regions, have not been previously reported in dogs from Argentina. A total of 86 blood samples from dogs with suspected rickettsial disease and 28 non-suspected dogs were studied. Analysis included evaluation of hematological findings, PCR for Ehrlichia and Anaplasma species and sequencing of the positive PCR products. E. canis was detected in the blood of six dogs and A. platys in eighteen. All the dogs categorized as non-suspected were negative by PCR. Co-infection with Hepatozoon canis and Babesia vogeli was documented. This first report of E. canis and A. platys infections in dogs from Argentina indicates that these tick-borne infections have a considerably broader range than previously recognized in South America. ¬"
"In Portugal human and canine leishmaniasis are caused by Leishmania infantum, and Phlebotomus perniciosus and P. ariasi are the proven vectors. Three main foci were identified in eighty's decade: Tr√°s-os-Montes and Alto Douro region, Lisbon region and Algarve region, but according to OnLeish observatory data, canine leishmaniasis cases have been reported from several other regions, for which sand fly species and their infection rates are unknown. This study is the first phlebotomine survey in Torres Novas municipality, Santar√©m District, Portugal. The main objectives were to identify the phlebotomine species, their bioecological aspects, Leishmania infection rate and the risk factors for the presence of phlebotomine species in the municipality. From June to November, 2010, 275 biotopes were surveyed with CDC light-traps. Captures covered the 17 parishes of the municipality and included domestic, peridomestic and sylvatic biotopes. Specimens were identified morphologically and females were used for molecular detection of Leishmania and bloodmeal identification. Simple and multiple logistic regression analysis were used to identify risk factors for phlebotomine presence. Nonparametric tests were used to compare densities of independent groups. A total of 1262 sand flies were captured and identified, and four species detected: P. perniciosus (73.69%), P. ariasi (8.16%), P. sergenti (6.58%) and Sergentomyia minuta (11.57%). In 71.4% localities at least one L. infantum proven vector species was present. Risk factors were identified as: high average temperatures and low relative humidities, sheltered locations and absence of strong wind, presence of pine trees as dominant vegetation, peridomestic biotopes, particularly sheep pens or proximity of sheep, poultry and house martin nests. L. infantum infection rate was 4% for P. ariasi and 0.48% for the total of Larroussius females. P. perniciosus females exhibited an opportunistic behavior, feeding in a wide variety of vertebrate hosts. The high abundance and distribution of proven vector species, together with a canine leishmaniasis seroprevalence of 7.93% in the District, and the capture of a gravid infective sand fly female, suggests that Torres Novas municipality is a potential zoonotic leishmaniasis focus in the country. ¬"	81887	"Entomological and ecological studies in a new potential zoonotic leishmaniasis focus in Torres Novas municipality, Central Region, Portugal"	"Entomological and ecological studies in a new potential zoonotic leishmaniasis focus in Torres Novas municipality, Central Region, Portugal | In Portugal human and canine leishmaniasis are caused by Leishmania infantum, and Phlebotomus perniciosus and P. ariasi are the proven vectors. Three main foci were identified in eighty's decade: Tr√°s-os-Montes and Alto Douro region, Lisbon region and Algarve region, but according to OnLeish observatory data, canine leishmaniasis cases have been reported from several other regions, for which sand fly species and their infection rates are unknown. This study is the first phlebotomine survey in Torres Novas municipality, Santar√©m District, Portugal. The main objectives were to identify the phlebotomine species, their bioecological aspects, Leishmania infection rate and the risk factors for the presence of phlebotomine species in the municipality. From June to November, 2010, 275 biotopes were surveyed with CDC light-traps. Captures covered the 17 parishes of the municipality and included domestic, peridomestic and sylvatic biotopes. Specimens were identified morphologically and females were used for molecular detection of Leishmania and bloodmeal identification. Simple and multiple logistic regression analysis were used to identify risk factors for phlebotomine presence. Nonparametric tests were used to compare densities of independent groups. A total of 1262 sand flies were captured and identified, and four species detected: P. perniciosus (73.69%), P. ariasi (8.16%), P. sergenti (6.58%) and Sergentomyia minuta (11.57%). In 71.4% localities at least one L. infantum proven vector species was present. Risk factors were identified as: high average temperatures and low relative humidities, sheltered locations and absence of strong wind, presence of pine trees as dominant vegetation, peridomestic biotopes, particularly sheep pens or proximity of sheep, poultry and house martin nests. L. infantum infection rate was 4% for P. ariasi and 0.48% for the total of Larroussius females. P. perniciosus females exhibited an opportunistic behavior, feeding in a wide variety of vertebrate hosts. The high abundance and distribution of proven vector species, together with a canine leishmaniasis seroprevalence of 7.93% in the District, and the capture of a gravid infective sand fly female, suggests that Torres Novas municipality is a potential zoonotic leishmaniasis focus in the country. ¬"
"Due to the availability of adequate habitats in urban environments, e.g. city parks and recreational green areas, ticks from such settings may also carry pathogens of veterinary and public health concern. Thus, tick-borne infections may readily be identified in companion animals residing in urbanised areas. To investigate the presence of vector-borne pathogens in Kiev, Ukraine, 52 engorged adult ticks, 33 Dermacentor reticulatus and 19 Ixodes ricinus, were collected from 15 dogs in the spring of 2010, and further 23 canine EDTA-blood samples were obtained in the spring of 2011 from client-owned patients presented in a veterinary clinic in Kiev. DNA of 9 pathogens was detected by PCR in ticks and canine EDTA-blood samples: Babesia canis canis, Anaplasma phagocytophilum, Rickettsia helvetica, Ri. monacensis, Ri. raoultii, and Dirofilaria repens (by proxy) were identified in engorged ticks and B. c. canis, Hepatozoon canis, Di. immitis, Di. repens, and Mycoplasma haemocanis in canine EDTA-blood samples. This is the first description of Ri. raoultii in the Ukraine. This study adds information on the occurrence of vector-borne pathogens of veterinary and public health importance in Kiev, Ukraine. ¬"	81904	"Vector-borne pathogens in ticks and EDTA-blood samples collected from client-owned dogs, Kiev, Ukraine"	"Vector-borne pathogens in ticks and EDTA-blood samples collected from client-owned dogs, Kiev, Ukraine | Due to the availability of adequate habitats in urban environments, e.g. city parks and recreational green areas, ticks from such settings may also carry pathogens of veterinary and public health concern. Thus, tick-borne infections may readily be identified in companion animals residing in urbanised areas. To investigate the presence of vector-borne pathogens in Kiev, Ukraine, 52 engorged adult ticks, 33 Dermacentor reticulatus and 19 Ixodes ricinus, were collected from 15 dogs in the spring of 2010, and further 23 canine EDTA-blood samples were obtained in the spring of 2011 from client-owned patients presented in a veterinary clinic in Kiev. DNA of 9 pathogens was detected by PCR in ticks and canine EDTA-blood samples: Babesia canis canis, Anaplasma phagocytophilum, Rickettsia helvetica, Ri. monacensis, Ri. raoultii, and Dirofilaria repens (by proxy) were identified in engorged ticks and B. c. canis, Hepatozoon canis, Di. immitis, Di. repens, and Mycoplasma haemocanis in canine EDTA-blood samples. This is the first description of Ri. raoultii in the Ukraine. This study adds information on the occurrence of vector-borne pathogens of veterinary and public health importance in Kiev, Ukraine. ¬"
