"Abstract"	"Refid"	"Title"	"content"
"A five-year old mixed breed bitch was presented to the veterinary clinic in lateral recumbency with a history of anorexia and muscle hyperaesthesia. Examination of the blood smear of this animal revealed the presence of Hepatozoon spp. gamonts in the neutrophils and monocytes with a parasitaemia level of approximately 2%. Complete blood count (CBC) revealed a neutrophilia, and a normocytic normochromic non-regenerative anaemia which were consistent with Hepatozoon spp. infections. Diagnosis was confirmed by polymerase chain reaction (PCR) amplification of the 18S rRNA gene followed by DNA sequencing of the amplicon. Although the other dog in the household appeared asymptomatic, Hepatozoon canis infection was confirmed by both microscopic examination of blood smear and PCR. Both dogs were infested with Rhipicephalus sanguineus ticks. Phylogenetic analysis revealed that the H. canis sequences from these two dogs were similar to those from Venezuela and St Kitts but not Brazil. This is the first reported case of Hepatozoon canis infections in dogs in Trinidad that were confirmed by molecular techniques. ¬"	80366	"Novel incidental finding of Hepatozoon canis infection in two dogs of the same household in Trinidad, West Indies"	"Novel incidental finding of Hepatozoon canis infection in two dogs of the same household in Trinidad, West Indies | A five-year old mixed breed bitch was presented to the veterinary clinic in lateral recumbency with a history of anorexia and muscle hyperaesthesia. Examination of the blood smear of this animal revealed the presence of Hepatozoon spp. gamonts in the neutrophils and monocytes with a parasitaemia level of approximately 2%. Complete blood count (CBC) revealed a neutrophilia, and a normocytic normochromic non-regenerative anaemia which were consistent with Hepatozoon spp. infections. Diagnosis was confirmed by polymerase chain reaction (PCR) amplification of the 18S rRNA gene followed by DNA sequencing of the amplicon. Although the other dog in the household appeared asymptomatic, Hepatozoon canis infection was confirmed by both microscopic examination of blood smear and PCR. Both dogs were infested with Rhipicephalus sanguineus ticks. Phylogenetic analysis revealed that the H. canis sequences from these two dogs were similar to those from Venezuela and St Kitts but not Brazil. This is the first reported case of Hepatozoon canis infections in dogs in Trinidad that were confirmed by molecular techniques. ¬"
"Prior to the recent outbreak of equine encephalosis in Israel in 2009, equine encephalosis virus (EEV) had only been isolated from equids in South Africa. In this study we show the first evidence for the circulation of EEV beyond South Africa in Ethiopia, Ghana and The Gambia, indicating that EEV is likely to be freely circulating and endemic in East and West Africa. Sequence analysis revealed that the EEV isolate circulating in The Gambia was closely related to an EEV isolate that was isolated from a horse from Israel during the EEV outbreak in 2009, indicating that the two viruses have a common ancestry. Interestingly horses in Morocco tested negative for EEV antibodies indicating that the Sahara desert may be acting as a geographical barrier to the spread to the virus to North African countries. This evidence for EEV circulation in countries in East and West Africa sheds light on how the virus may have reached Israel to cause the recent outbreak in 2009."	1064	"Equine encephalosis virus: evidence for circulation beyond southern Africa"	"Equine encephalosis virus: evidence for circulation beyond southern Africa | Prior to the recent outbreak of equine encephalosis in Israel in 2009, equine encephalosis virus (EEV) had only been isolated from equids in South Africa. In this study we show the first evidence for the circulation of EEV beyond South Africa in Ethiopia, Ghana and The Gambia, indicating that EEV is likely to be freely circulating and endemic in East and West Africa. Sequence analysis revealed that the EEV isolate circulating in The Gambia was closely related to an EEV isolate that was isolated from a horse from Israel during the EEV outbreak in 2009, indicating that the two viruses have a common ancestry. Interestingly horses in Morocco tested negative for EEV antibodies indicating that the Sahara desert may be acting as a geographical barrier to the spread to the virus to North African countries. This evidence for EEV circulation in countries in East and West Africa sheds light on how the virus may have reached Israel to cause the recent outbreak in 2009."
"THE OCCURRENCE OF EQUIDS SEROPOSITIVE FOR ENCEPHALOMYELITIS AND INFECTIOUS ANEMIA VIRUS IN MATO GROSSO STATE, BRAZIL. The present work evaluated the occurrence of seropositive equids for eastern encephalomyelitis virus (EEE), western encephalomyelitis virus (WEE), Venezuelan encephalomyelitis virus (VEE) and infectious anemia virus (IAV) in the Pantanal, Savannah and Amazon biomes of Mato Grosso State, Brazil. The detection of antibodies against IAV was carried out in 886 sera of equids by the immunodiffusion test, and antibodies against EEE, WEE and VEE were evaluated in 473 sera by the seroneutralization test performed in VERO cells. The results showed 46 IAV seropositive equids (5.1%). No sera was positive in the Amazon region, and the Pantanal biome showed a higher occurrence with 36.6% of seropositives (P < 0.05). No sera was positive for WEE virus and 168 (35.5%) and 31 (6.5%) equids were positive for EEE and VEE respectively. Higher frequencies (P < 0.05) were observed for EEE in the Pantanal and Amazon regions with 45.8% and 62.0% respectively. Regarding EEV, no differences were observed between the Pantanal, Savannah and Amazon regions, presenting 4.1%, 6.4% and 10.3% respectively (P > 0.05). Despite that IAV was not observed in equids from the Amazon, the occurrence of seropositive equids agree with the Brazilian prevalence. The differences of EEE and VEE behavior between biomes reinforce the presence of animal reservoirs, along with environmental and weather characteristics that support vector maintenance, which favor the presence of the viral infection in Mato Grosso State."	1056	"THE OCCURRENCE OF EQUIDS SEROPOSITIVE FOR ENCEPHALOMYELITIS AND INFECTIOUS ANEMIA VIRUS IN MATO GROSSO STATE, BRAZIL"	"THE OCCURRENCE OF EQUIDS SEROPOSITIVE FOR ENCEPHALOMYELITIS AND INFECTIOUS ANEMIA VIRUS IN MATO GROSSO STATE, BRAZIL | THE OCCURRENCE OF EQUIDS SEROPOSITIVE FOR ENCEPHALOMYELITIS AND INFECTIOUS ANEMIA VIRUS IN MATO GROSSO STATE, BRAZIL. The present work evaluated the occurrence of seropositive equids for eastern encephalomyelitis virus (EEE), western encephalomyelitis virus (WEE), Venezuelan encephalomyelitis virus (VEE) and infectious anemia virus (IAV) in the Pantanal, Savannah and Amazon biomes of Mato Grosso State, Brazil. The detection of antibodies against IAV was carried out in 886 sera of equids by the immunodiffusion test, and antibodies against EEE, WEE and VEE were evaluated in 473 sera by the seroneutralization test performed in VERO cells. The results showed 46 IAV seropositive equids (5.1%). No sera was positive in the Amazon region, and the Pantanal biome showed a higher occurrence with 36.6% of seropositives (P < 0.05). No sera was positive for WEE virus and 168 (35.5%) and 31 (6.5%) equids were positive for EEE and VEE respectively. Higher frequencies (P < 0.05) were observed for EEE in the Pantanal and Amazon regions with 45.8% and 62.0% respectively. Regarding EEV, no differences were observed between the Pantanal, Savannah and Amazon regions, presenting 4.1%, 6.4% and 10.3% respectively (P > 0.05). Despite that IAV was not observed in equids from the Amazon, the occurrence of seropositive equids agree with the Brazilian prevalence. The differences of EEE and VEE behavior between biomes reinforce the presence of animal reservoirs, along with environmental and weather characteristics that support vector maintenance, which favor the presence of the viral infection in Mato Grosso State."
"We documented the antibody prevalence to three arboviruses, St. Louis encephalitis virus (SLEV), eastern equine encephalitis virus (EEEV), and West Nile virus (WNV), in Crested Caracaras (Caracara cheriway; n=80) in Florida from 2007 to 2008. Antibody prevalence to WNV was higher (9%) than for the other viruses. Most seropositive birds were adults (>= 3 yr of age), with 55% of adults testing Positive for antibodies to at least one virus. Adults were significantly more likely to have antibodies to WNV than nonadults (P<0.001). Prevalence of SLEV and EEEV antibodies among Crested Caracaras was 3% for each virus, and three adult caracaras had indistinguishable anti-flavivirus antibodies. The susceptibility of Crested Caracaras to adverse effects of WNV, SLEV, or EEEV infection remains unknown; however, we observed that some free-ranging individuals survived infection and successfully fledged Young. Knowledge of arboviral infection among Florida's Crested Caracara, which is both state and federally threatened, is valuable considering increasing pressure oil this population from rapid and extensive, habitat alterations."	1062	"Prevalence of Antibodies to West Nile Virus and Other Arboviruses among Crested Caracaras (Caracara cheriway) in Florida"	"Prevalence of Antibodies to West Nile Virus and Other Arboviruses among Crested Caracaras (Caracara cheriway) in Florida | We documented the antibody prevalence to three arboviruses, St. Louis encephalitis virus (SLEV), eastern equine encephalitis virus (EEEV), and West Nile virus (WNV), in Crested Caracaras (Caracara cheriway; n=80) in Florida from 2007 to 2008. Antibody prevalence to WNV was higher (9%) than for the other viruses. Most seropositive birds were adults (>= 3 yr of age), with 55% of adults testing Positive for antibodies to at least one virus. Adults were significantly more likely to have antibodies to WNV than nonadults (P<0.001). Prevalence of SLEV and EEEV antibodies among Crested Caracaras was 3% for each virus, and three adult caracaras had indistinguishable anti-flavivirus antibodies. The susceptibility of Crested Caracaras to adverse effects of WNV, SLEV, or EEEV infection remains unknown; however, we observed that some free-ranging individuals survived infection and successfully fledged Young. Knowledge of arboviral infection among Florida's Crested Caracara, which is both state and federally threatened, is valuable considering increasing pressure oil this population from rapid and extensive, habitat alterations."
"A total of 90 blood samples were collected from wild boars in the Kyushu region of Japan, and a seroepidemiological survey for 7 arthropod-borne viruses was performed using hemagglutination inhibition tests. The individual seropositive rates for each virus were 52.2% for Japanese encephalitis virus (JEV), 47.8% for Getah virus (GETV), 13.3% for Akabane virus, 10.0% for Aino virus and less than 5% for Bluetongue virus, Chuzan virus and Ibaraki virus. The results indicated that among the 7 viruses, JEV and GETV infections were prevalent among the wild boars and that the animals were involved in the natural transmission cycle of JEV and GETV in Japan. It is necessary to consider the participation of wild animals for the control of arthropod-borne virus infections."	1073	"Serological Survey of Arthropod-Borne Viruses among Wild Boars in Japan"	"Serological Survey of Arthropod-Borne Viruses among Wild Boars in Japan | A total of 90 blood samples were collected from wild boars in the Kyushu region of Japan, and a seroepidemiological survey for 7 arthropod-borne viruses was performed using hemagglutination inhibition tests. The individual seropositive rates for each virus were 52.2% for Japanese encephalitis virus (JEV), 47.8% for Getah virus (GETV), 13.3% for Akabane virus, 10.0% for Aino virus and less than 5% for Bluetongue virus, Chuzan virus and Ibaraki virus. The results indicated that among the 7 viruses, JEV and GETV infections were prevalent among the wild boars and that the animals were involved in the natural transmission cycle of JEV and GETV in Japan. It is necessary to consider the participation of wild animals for the control of arthropod-borne virus infections."
"Two male dogs aged between 2 and 3¬†months belonging to German Shepherd and non descript breed were brought to Outpatient unit of Department of Veterinary Medicine, Veterinary College, Bidar with history of anorexia, weakness and going down in body condition since 15¬†days. Clinical examination revealed fever, enlargement of popliteal and submandibular lymph nodes, pale mucous membranes and cachectic body condition in both the cases. Haemato-biochemical examination revealed anemia, leukocytosis, thrombocytopenia, hypoalbuminemia and elevated levels of blood urea nitrogen, creatinine and alanine amino transferase. On blood smear examination, gamonts of Hepatozoon canis organisms were noticed in neutrophils. Based on these observations a diagnosis of hepatozoonosis was made. Cases were treated with Doxycycline @ 10¬†mg/kg, PO and uneventful recovery was noticed after 21¬†days of treatment. ¬"	80291	"Acute hepatozoonosis in dogs: a case report"	"Acute hepatozoonosis in dogs: a case report | Two male dogs aged between 2 and 3¬†months belonging to German Shepherd and non descript breed were brought to Outpatient unit of Department of Veterinary Medicine, Veterinary College, Bidar with history of anorexia, weakness and going down in body condition since 15¬†days. Clinical examination revealed fever, enlargement of popliteal and submandibular lymph nodes, pale mucous membranes and cachectic body condition in both the cases. Haemato-biochemical examination revealed anemia, leukocytosis, thrombocytopenia, hypoalbuminemia and elevated levels of blood urea nitrogen, creatinine and alanine amino transferase. On blood smear examination, gamonts of Hepatozoon canis organisms were noticed in neutrophils. Based on these observations a diagnosis of hepatozoonosis was made. Cases were treated with Doxycycline @ 10¬†mg/kg, PO and uneventful recovery was noticed after 21¬†days of treatment. ¬"
"Following the first ever case of bluetongue in Denmark during late 2007, further outbreaks were observed in Denmark during 2008, despite vaccination against bluetongue virus (BTV) serotype 8 (BTV-8) in the southern part of the country. In total, 15 separate outbreaks of infection were identified, mostly as a result of clinical suspicions but also because of surveillance of bulk milk samples. These outbreaks led to extensions of the original vaccination zone planned for 2008. Blood samples from clinical suspects were analysed using ELISA and real-time RT-PCR assays for the presence of anti-BTV antibodies and viral RNA, respectively. A newly infected calf from the primary outbreak in 2008 was studied for a period of three months, during which time it seroconverted to BTV, but the presence of viral RNA in its blood was maintained throughout this time. Each outbreak was caused by BTV-8, as determined by a serotype-specific real-time RT-PCR assay. Furthermore, the nucleotide sequence of a portion of segment 2 of the viral RNA (encoding the outer capsid protein VP2) from the samples analysed was identical to the BTV-8 segment 2 that circulated in the Netherlands during 2006."	749	"Bluetongue in Denmark during 2008"	"Bluetongue in Denmark during 2008 | Following the first ever case of bluetongue in Denmark during late 2007, further outbreaks were observed in Denmark during 2008, despite vaccination against bluetongue virus (BTV) serotype 8 (BTV-8) in the southern part of the country. In total, 15 separate outbreaks of infection were identified, mostly as a result of clinical suspicions but also because of surveillance of bulk milk samples. These outbreaks led to extensions of the original vaccination zone planned for 2008. Blood samples from clinical suspects were analysed using ELISA and real-time RT-PCR assays for the presence of anti-BTV antibodies and viral RNA, respectively. A newly infected calf from the primary outbreak in 2008 was studied for a period of three months, during which time it seroconverted to BTV, but the presence of viral RNA in its blood was maintained throughout this time. Each outbreak was caused by BTV-8, as determined by a serotype-specific real-time RT-PCR assay. Furthermore, the nucleotide sequence of a portion of segment 2 of the viral RNA (encoding the outer capsid protein VP2) from the samples analysed was identical to the BTV-8 segment 2 that circulated in the Netherlands during 2006."
"Background - In August 2006 a major epidemic of bluetongue virus serotype 8 (BTV8) started off in North-West Europe. In the course of 2007 it became evident that BTV8 had survived the winter in North-West Europe, re-emerged and spread exponentially. Recently, the European Union decided to start vaccination against BTV8. In order to improve the understanding of the epidemiological situation, it was necessary to execute a cross-sectional serological study at the end of the BT vector season. Cattle were the target species for cross-sectional serological studies in Europe at the end of 2006 and 2007. However, there was no information on the BTV8-seroprevalence in sheep and goats. Results - On the basis of our cross-sectional study, the estimated seroprevalence of BTV8-exposed locations in the Netherlands in 2006 was 0% for goats (95% confidence interval: 0-5.6%) and 7.0% for sheep (95% confidence interval: 3.5-12.9%). The estimated seroprevalence of BTV-8 exposed locations in 2007 was 47% for goats (95% confidence interval: 36-58%) and 70% for sheep (95% confidence interval: 63-76%). There was a wide range in within-location seroprevalence in locations with goats and sheep (1-100%). A gradient in seroprevalence was seen, with the highest level of seroprevalence in the southern Netherlands, the area where the epidemic started in 2006, and a decreasing seroprevalence when going in a northern direction. Conclusion - There is a much higher estimated seroprevalence of locations with goats exposed to BTV8 than can be inferred from the rather low number of reported clinical outbreaks in goats. This is probably due to the fact that clinical signs in infected goats are far less obvious than in sheep. The wide range in within-location seroprevalence observed means that the proportion of animals protected in 2008 by a natural infection in 2006 and/or 2007 can differ highly between flocks. This should be taken into account when vaccinating animals."	743	"A cross-sectional study to determine the seroprevalence of bluetongue virus serotype 8 in sheep and goats in 2006 and 2007 in the Netherlands"	"A cross-sectional study to determine the seroprevalence of bluetongue virus serotype 8 in sheep and goats in 2006 and 2007 in the Netherlands | Background - In August 2006 a major epidemic of bluetongue virus serotype 8 (BTV8) started off in North-West Europe. In the course of 2007 it became evident that BTV8 had survived the winter in North-West Europe, re-emerged and spread exponentially. Recently, the European Union decided to start vaccination against BTV8. In order to improve the understanding of the epidemiological situation, it was necessary to execute a cross-sectional serological study at the end of the BT vector season. Cattle were the target species for cross-sectional serological studies in Europe at the end of 2006 and 2007. However, there was no information on the BTV8-seroprevalence in sheep and goats. Results - On the basis of our cross-sectional study, the estimated seroprevalence of BTV8-exposed locations in the Netherlands in 2006 was 0% for goats (95% confidence interval: 0-5.6%) and 7.0% for sheep (95% confidence interval: 3.5-12.9%). The estimated seroprevalence of BTV-8 exposed locations in 2007 was 47% for goats (95% confidence interval: 36-58%) and 70% for sheep (95% confidence interval: 63-76%). There was a wide range in within-location seroprevalence in locations with goats and sheep (1-100%). A gradient in seroprevalence was seen, with the highest level of seroprevalence in the southern Netherlands, the area where the epidemic started in 2006, and a decreasing seroprevalence when going in a northern direction. Conclusion - There is a much higher estimated seroprevalence of locations with goats exposed to BTV8 than can be inferred from the rather low number of reported clinical outbreaks in goats. This is probably due to the fact that clinical signs in infected goats are far less obvious than in sheep. The wide range in within-location seroprevalence observed means that the proportion of animals protected in 2008 by a natural infection in 2006 and/or 2007 can differ highly between flocks. This should be taken into account when vaccinating animals."
"Since 1999, several serotypes of bluetongue virus (BTV) have been isolated in the western part of the Mediterranean basin, and since 2000, Corsica has been exposed to three different serotypes: BTV serotype 2 in 2000, BTV serotype 4 (BTV-4) in 2003 and BTV serotype 16 in 2004. In 2000 there were no surveillance systems for bluetongue, but in 2003, active surveillance of the circulation of BTV and its vector Culicoides species, aided by a raised level of awareness in farmers and veterinarians, made it possible to study the introduction of BTV-4. The monitoring and analysis of the seroconversions of sentinel herds of goats, clinical signs and meteorological variables showed that the serotype had been present in the island since May that year, but clinical signs were first observed only in October. Moreover, the weather conditions and wind patterns were suitable for the transport of Culicoides species from Sardinia in May. These observations suggest that BTV had been transported on air currents from a southern infected area, and that it could have spread without causing clinical signs of disease for a few months."	742	"Description of the outbreak of bluetongue in Corsica in 2003, and lessons for surveillance"	"Description of the outbreak of bluetongue in Corsica in 2003, and lessons for surveillance | Since 1999, several serotypes of bluetongue virus (BTV) have been isolated in the western part of the Mediterranean basin, and since 2000, Corsica has been exposed to three different serotypes: BTV serotype 2 in 2000, BTV serotype 4 (BTV-4) in 2003 and BTV serotype 16 in 2004. In 2000 there were no surveillance systems for bluetongue, but in 2003, active surveillance of the circulation of BTV and its vector Culicoides species, aided by a raised level of awareness in farmers and veterinarians, made it possible to study the introduction of BTV-4. The monitoring and analysis of the seroconversions of sentinel herds of goats, clinical signs and meteorological variables showed that the serotype had been present in the island since May that year, but clinical signs were first observed only in October. Moreover, the weather conditions and wind patterns were suitable for the transport of Culicoides species from Sardinia in May. These observations suggest that BTV had been transported on air currents from a southern infected area, and that it could have spread without causing clinical signs of disease for a few months."
"In late 2008, bluetongue virus (BTV) serotype 6 (BTV-6), which had never occurred in Europe before, was first detected in the Netherlands and Germany. While the origin of the virus remains unknown, the prevalence of infections in cattle was investigated in a virological (N=28,658) and serological (N=2075) field survey in Lower Saxony, where 45 cases confined to the district Grafschaft Bentheim were found. Blood from affected animals was used for the experimental infection of three cattle with different BTV antibody status, leading to sustained viraemia in one animal naive for BTV. Of two animals that had detectable antibodies against BTV serotype 8, one became transiently infected and seroconverted for BTV-6 while the other did not react. In conclusion, while only a very limited spread of BTV-6 could be observed in the field, experimental infection of cattle did not show substantial differences of the course of infection in comparison to other BTV serotypes."	740	"Emergence of bluetongue virus serotype 6 in Europe-German field data and experimental infection of cattle"	"Emergence of bluetongue virus serotype 6 in Europe-German field data and experimental infection of cattle | In late 2008, bluetongue virus (BTV) serotype 6 (BTV-6), which had never occurred in Europe before, was first detected in the Netherlands and Germany. While the origin of the virus remains unknown, the prevalence of infections in cattle was investigated in a virological (N=28,658) and serological (N=2075) field survey in Lower Saxony, where 45 cases confined to the district Grafschaft Bentheim were found. Blood from affected animals was used for the experimental infection of three cattle with different BTV antibody status, leading to sustained viraemia in one animal naive for BTV. Of two animals that had detectable antibodies against BTV serotype 8, one became transiently infected and seroconverted for BTV-6 while the other did not react. In conclusion, while only a very limited spread of BTV-6 could be observed in the field, experimental infection of cattle did not show substantial differences of the course of infection in comparison to other BTV serotypes."
"On September 6, 2008, bluetongue was detected for the first time in Sweden. Intensified active surveillance in cattle and vector surveillance, prompted by the situation in northern Europe, preceded the detection. A vaccination campaign and intensive surveillance activities were initiated nationally, but with a focus on the southern part of the country. Measures included both active and passive surveillance by serology and PCR in ruminants, along with vector surveillance. The investigations revealed that the infection occurred over a large area of southern Sweden during September and October 2008, despite comparatively low vector activity, an apparently low viral load and no clinical disease. Transplacental infection was detected in one case."	730	"Infection with bluetongue virus serotype 8 in Sweden in 2008"	"Infection with bluetongue virus serotype 8 in Sweden in 2008 | On September 6, 2008, bluetongue was detected for the first time in Sweden. Intensified active surveillance in cattle and vector surveillance, prompted by the situation in northern Europe, preceded the detection. A vaccination campaign and intensive surveillance activities were initiated nationally, but with a focus on the southern part of the country. Measures included both active and passive surveillance by serology and PCR in ruminants, along with vector surveillance. The investigations revealed that the infection occurred over a large area of southern Sweden during September and October 2008, despite comparatively low vector activity, an apparently low viral load and no clinical disease. Transplacental infection was detected in one case."
"Background: Outbreak of bluetongue virus serotype-8 (BTV-8) infection in domestic ruminants in Northern Europe. Objective: To investigate the South American camelids' (SAC) susceptibility to BTV-8 infection, their role in the epidemiology of the disease, and the use of currently available serological screening tests in SAC in an endemic region. Animals: Three hundred and fifty-four unvaccinated and 27 vaccinated SAC (170 llamas, 201 alpacas), ranging in age from 1 month to 17 years between June and August 2008. The SAC originated from 44 herds throughout the country, representing 10% of the Swiss SAC population. Methods: Prospective, observational study of a convenience sample of SAC. Serum samples were analyzed with 2 serological screening tests. When results diverged, a 3rd ELISA was carried out for confirmation (ID Screen Bluetongue Competition ELISA kit). Results: All sera from the 354 unvaccinated animals were negative in the endemic region. Reliable seroconversion was observed after administration of 2 doses of vaccine. Conclusions and Clinical Importance: This study suggests a low susceptibility of SAC to BTV-8 despite the presence of the virus in the cattle and small ruminant population, indicating that SAC do not play a major role in the epidemiology of BTV-8. Furthermore, these results indicate that commercially available serological tests for BTV-8 can be used in SAC."	725	"Serological survey of bluetongue virus serotype-8 infection in South American camelids in Switzerland (2007-2008)"	"Serological survey of bluetongue virus serotype-8 infection in South American camelids in Switzerland (2007-2008) | Background: Outbreak of bluetongue virus serotype-8 (BTV-8) infection in domestic ruminants in Northern Europe. Objective: To investigate the South American camelids' (SAC) susceptibility to BTV-8 infection, their role in the epidemiology of the disease, and the use of currently available serological screening tests in SAC in an endemic region. Animals: Three hundred and fifty-four unvaccinated and 27 vaccinated SAC (170 llamas, 201 alpacas), ranging in age from 1 month to 17 years between June and August 2008. The SAC originated from 44 herds throughout the country, representing 10% of the Swiss SAC population. Methods: Prospective, observational study of a convenience sample of SAC. Serum samples were analyzed with 2 serological screening tests. When results diverged, a 3rd ELISA was carried out for confirmation (ID Screen Bluetongue Competition ELISA kit). Results: All sera from the 354 unvaccinated animals were negative in the endemic region. Reliable seroconversion was observed after administration of 2 doses of vaccine. Conclusions and Clinical Importance: This study suggests a low susceptibility of SAC to BTV-8 despite the presence of the virus in the cattle and small ruminant population, indicating that SAC do not play a major role in the epidemiology of BTV-8. Furthermore, these results indicate that commercially available serological tests for BTV-8 can be used in SAC."
"This study was conducted at the time of Rift Valley Fever (RVF) epidemic in Al-Zuhrah district, Hodiedah Governorate-Yemen for the period September-December 2000, to determine the epidemiological and clinical patterns of proven RVF cases in Yemen. 48 patients with clinically proven RVF were studied and followed up for 3 months since the onset of the attack. The prevalence of RVF positive cases in Al-Zuhrah district, Hodiedah Governorate, at the time of RVF epidemic was 0.05% with a mean age of 37.8 years. Nearly 79.2% of the cases were working in close contact with animals. 60% of the cases had the onset of disease during 16-23 September. All the positive cases suffered fever and headache, and a high percentage of them suffered joint pain. Severe presentation appeared with higher percentages (41.6% for eye syndrome, 20.8% for haemorrahgic fever, and 18.75% for neurological manifestations). Most of the cases were completely cured (81.35%), only 12.4% had complications, and 6.25% died. RVF affected a few number of people, mainly those who were in close contact with infected animals and the clinical presentations were usually mild. But in Al-Zuhrah district, most cases appeared with severe presentation of the disease and this is may be attributed to several factors."	716	"Pattern of positive Rift Valley Fever (RVF) cases during the epidemic period Sep.-Dec. 2000 in Al-Zuhrah District-Hodiedah Governorate- Yemen"	"Pattern of positive Rift Valley Fever (RVF) cases during the epidemic period Sep.-Dec. 2000 in Al-Zuhrah District-Hodiedah Governorate- Yemen | This study was conducted at the time of Rift Valley Fever (RVF) epidemic in Al-Zuhrah district, Hodiedah Governorate-Yemen for the period September-December 2000, to determine the epidemiological and clinical patterns of proven RVF cases in Yemen. 48 patients with clinically proven RVF were studied and followed up for 3 months since the onset of the attack. The prevalence of RVF positive cases in Al-Zuhrah district, Hodiedah Governorate, at the time of RVF epidemic was 0.05% with a mean age of 37.8 years. Nearly 79.2% of the cases were working in close contact with animals. 60% of the cases had the onset of disease during 16-23 September. All the positive cases suffered fever and headache, and a high percentage of them suffered joint pain. Severe presentation appeared with higher percentages (41.6% for eye syndrome, 20.8% for haemorrahgic fever, and 18.75% for neurological manifestations). Most of the cases were completely cured (81.35%), only 12.4% had complications, and 6.25% died. RVF affected a few number of people, mainly those who were in close contact with infected animals and the clinical presentations were usually mild. But in Al-Zuhrah district, most cases appeared with severe presentation of the disease and this is may be attributed to several factors."
"Rift Valley fever virus (RVFV) is an emerging pathogen that maintains high biodefense priority based on its threat to livestock, its ability to cause human hemorrhagic fever, and its potential for aerosol spread. To define the range of human transmission during inter-epidemic and epidemic periods in Kenya, we tested archived sera from defined populations (N = 1,263) for anti-RVFV IgG by ELISA and plaque reduction neutralization testing. RVFV seroprevalence was 10.8% overall and varied significantly by location, sex, and age. In NW Kenya, high seroprevalence among those born before 1980 indicates that an undetected epidemic may have occurred then. Seroconversion documented in highland areas suggests previously unsuspected inter-epidemic transmission. RVFV seroprevalence is strikingly high in certain Kenyan areas, suggesting endemic transmission patterns that may preclude accurate estimation of regional acute outbreak incidence. The extent of both epidemic and inter-epidemic RVFV transmission in Kenya is greater than previously documented."	652	"Spectrum of rift valley fever virus transmission in Kenya: Insights from three distinct regions"	"Spectrum of rift valley fever virus transmission in Kenya: Insights from three distinct regions | Rift Valley fever virus (RVFV) is an emerging pathogen that maintains high biodefense priority based on its threat to livestock, its ability to cause human hemorrhagic fever, and its potential for aerosol spread. To define the range of human transmission during inter-epidemic and epidemic periods in Kenya, we tested archived sera from defined populations (N = 1,263) for anti-RVFV IgG by ELISA and plaque reduction neutralization testing. RVFV seroprevalence was 10.8% overall and varied significantly by location, sex, and age. In NW Kenya, high seroprevalence among those born before 1980 indicates that an undetected epidemic may have occurred then. Seroconversion documented in highland areas suggests previously unsuspected inter-epidemic transmission. RVFV seroprevalence is strikingly high in certain Kenyan areas, suggesting endemic transmission patterns that may preclude accurate estimation of regional acute outbreak incidence. The extent of both epidemic and inter-epidemic RVFV transmission in Kenya is greater than previously documented."
"A serological survey was conducted to detect antibodies in dromedary camels against viral diseases of veterinary importance in Saudi Arabia. The goal of this study was to examine the extent of exposure of the camel to such diseases, reflected by positive or negative seroconversion. The overall results indicated that out of 2,472 examined sera samples, 10.6% had antibodies against the viruses investigated in the present study. The incidence of infection was 20% for rinderpest, 18% for bovine viral diarrhoea, 13% for infectious bovine rhinotracheitis, 1.5% for bluetongue, and 0.2% for Rift Valley fever."	629	"Surveillance of camels (Camelus dromedarius) to detect antibodies against viral diseases in Saudi Arabia"	"Surveillance of camels (Camelus dromedarius) to detect antibodies against viral diseases in Saudi Arabia | A serological survey was conducted to detect antibodies in dromedary camels against viral diseases of veterinary importance in Saudi Arabia. The goal of this study was to examine the extent of exposure of the camel to such diseases, reflected by positive or negative seroconversion. The overall results indicated that out of 2,472 examined sera samples, 10.6% had antibodies against the viruses investigated in the present study. The incidence of infection was 20% for rinderpest, 18% for bovine viral diarrhoea, 13% for infectious bovine rhinotracheitis, 1.5% for bluetongue, and 0.2% for Rift Valley fever."
