Refid	Author	Title	content
416	"C. M. Brady, M. K. Asplen, N. Desneux, G. E. Heimpel, K. R. Hopper, C. R. Linnen, K. M. Oliver, J. A. Wulff and J. A. White"	Worldwide Populations of the Aphid Aphis craccivora Are Infected with Diverse Facultative Bacterial Symbionts	"Facultative bacterial endosymbionts can play an important role in the evolutionary trajectory of their hosts. Aphids (Hemiptera: Aphididae) are infected with a wide variety of facultative endosymbionts that can confer ecologically relevant traits, which in turn may drive microevolutionary processes in a dynamic selective environment. However, relatively little is known about how symbiont diversity is structured in most aphid species. Here, we investigate facultative symbiont species richness and prevalence among worldwide populations of the cowpea aphid, Aphis craccivora Koch. We surveyed 44 populations of A. craccivora, and detected 11 strains of facultative symbiotic bacteria, representing six genera. There were two significant associations between facultative symbiont and aphid food plant: the symbiont Arsenophonus was found at high prevalence in A. craccivora populations collected from Robinia sp. (locust), whereas the symbiont Hamiltonella was almost exclusively found in A. craccivora populations from Medicago sativa (alfalfa). Aphids collected from these two food plants also had divergent mitochondrial haplotypes, potentially indicating the formation of specialized aphid lineages associated with food plant (host-associated differentiation). The role of facultative symbionts in this process remains to be determined. Overall, observed facultative symbiont prevalence in A. craccivora was lower than that of some other well-studied aphids (e.g., Aphis fabae and Acyrthosiphon pisum), possibly as a consequence of A. craccivora's almost purely parthenogenetic life history. Finally, most (70 %) of the surveyed populations were polymorphic for facultative symbiont infection, indicating that even when symbiont prevalence is relatively low, symbiont-associated phenotypic variation may allow population-level evolutionary responses to local selection."
822	"A. Sharma, A. Sood and T. D. Verma"	Insect-pests associated with Robinia pseudoacacia in the agroforestry system in mid-hill regions of Himachal Pradesh	"Robinia pseudoacacia commonly called 'Black locust' is an exotic tree which was introduced in the country in the late nineteenth century and the plantations done in Shimla forests did well. It is becoming an important component of agroforestry systems in mid-hill regions, especially in Solan District of Himachal Pradesh. It is valued for leaf fodder, timber and as honeybee flora. Being an exotic tree, it is not having its traditional pests but some insects have been encountered feeding on different parts of this tree. Among them, Chaffer beetles were found to feed profusely on the foliage of this tree and take heavy toll of the leaves. Cyclopelta siecifolia (Hemiptera : Pentatomidae) was recorded to be the major pest associated with this tree. Its nymphs and adults were observed to suck the sap profusely from the stem and branches of the tree. Another pentatomid bug Nezara viridula was found to feed on the leaves of R. pseudoacacia. Bagrada cruciferarum adults were also encountered feeding on the leaves. Some other pests of minor importance were also observed to feed on this tree."
1380	P. Huemer	The extension of the distribution of two leaf-mining moth pests of Robinia to Austria	"Notes are provided on the biology, injuriousness and distribution of Phyllonorycter robiniella and Parectopa robiniella on Robinia pseudoacacia in Austria. Both were found there in 1992."
1150	G. Halasz	Fungi associated with the decline of black locust (Robinia pseudoacacia L.) plantations in Hungary	"From the pathological material of black locust trees showing the symptoms of wilting of the foliage or canker of the bark the following fungi species was isolated: Cucurbitaria elongata (Fr.) Grev., anamorph: Camarosporium robiniae (Westend.) Sacc., Diaporthe oncostoma (Duby) Fuck., anamorph: Phomopsis oncostoma Hohn., Nectria cinnabarina (Tode. ex Fr.), anamorph: Tubercularia vulgaris Tode., Fusarium avenaceum (Fr.) Sacc., Fusarium lateritium Nees., Fusarium semitectum Berk. and Rav., Fusarium solani (Mart.) Sacc., Fusarium sulphureum Schlecht. (syn. Fusarium sambucinum Fuckel f. 6 Wollenw.), Massaria anomia (Fr.) Petrak, Verticillium sp. The results of the provocation infections of one-year old black locust seedlings showed that only Massaria anomia and Fusarium solani has insignificant pathogenecity on this tree species. In the cases of Nectria cinnabarina and Fusarium sulphureum the shoot above the point of inoculation died in 2-4 weeks in the case of 30% of the seedlings infected with Nectria cinnabarina. In the case of Fusarium sulphureum the rate of the dead plants was lower, but the withering of lateral shoots was observed on each seedlings infected with this fungus in 2 weeks. Very often only the apical shoot survived, but the growth rate of this shoots decreased considerably. The dimensions of necrosis in the phloem caused by the infection of this fungus were equivalent to 80 % of the mean plant high. The Fusarium semitectum isolated from withered black locust tree also caused cankers on significant area and were characterized a depressed and very dark-coloured bark. In the terminal season penetration infection were initiated on fresh green shoots and on older bark surfaces without opening a gap into the stem. It was found that Fusarium sulphureum and Fusarium avenaceum were the most successful fungus species among the tested ones to penetrate healthy bark tissues."
917	"S. Prospero, M. Jermini, F. Guidici and D. Rigling"	Do chestnut stakes promote grapevine root rot caused by Armillaria mellea?	"Chestnut (Castanea sativa) stakes were traditionally used in Southern Switzerland as a support for grapevines in vineyards. Despite their high durability and aesthetic role in the vineyard-based landscape, chestnut stakes are being replaced with iron or cement stakes because they were suspected to promote Armillaria root rot (Armillaria mellea). In this experimental study, the ability of A. mellea to colonize chestnut stakes, false acacia (Robinia pseudoacacia) stakes, and Norway spruce (Picea abies) stakes, with and without copper treatment, was investigated. After three years, 30% of the chestnut, 17.5% of the false acacia, and 2.5% of the treated Norway spruce stakes were colonized by A. mellea. Most of the colonized stakes were located near symptomatic or newly planted grapevines that replaced plants killed by A. mellea. The results show that chestnut and false acacia stakes in vineyards affected by Armillaria root rot can effectively be colonized by A. mellea. However, their role in the spread of the disease is still unclear."
635	"K. Kamlesh, P. Anue, C. Sunita, D. Raj, S. V. Bhardwaj, J. A. T. d. Silva and V. Vipasha"	In vitro selection for resistance against Fusarium equisetii in Robinia pseudoacacia L	"The objective of this study was to develop resistance in vitro against Fusarium equisetii in Robinia pseudoacacia L. Callus was induced from cotyledon explants of R. pseudoacacia, a leguminous landscaping tree, on solid MS medium supplemented with different concentrations and combinations of 1-naphthalene acetic acid (NAA; 0.1-0.5 mg/l) and N6-benzyladenine (BA; 0.1-0.3 mg/l). Among them, 1.0 mg/l NAA and 1.0 mg/l BA was the best combination for callus induction, which was friable and light brown. Callus fresh weight increased and turned pale yellow after subculture. The effect of different concentrations of a toxic culture filtrate of Fusarium equisetii (Corda) Sacc. was investigated by plating friable callus on selective medium. Resistant calli were selected at 10% of the culture filtrate on which 15.33% calli survived, although no callus formed at higher concentrations of toxic culture filtrate. Shoots, which regenerated from resistant calli on Murashige and Skoog (MS) medium supplemented with 0.05 mg/l NAA and 0.6 mg/l BA, could root on half-strength MS medium containing 0.02% activated charcoal. Selected resistant plantlets, which survived on 2.5-10% of the culture filtrate compared to the control, showed reduced wilt incidence (approximately 70%) indicating a resistant response in tissues towards F. equisetii."
73	V. Albu and S. Albu	Contributions to the knowledge of the Lepidoptera fauna of Southern Transylvania	"We present here the data of the Lepidoptera species that we encountered in four Southern Transylvania (Romania) districts from 1966 to 2017. These were: Brasov, Covasna, Hunedoara and Sibiu. During this interval we identified 641 species in this area. Coleophora chalcogrammella, Wheeleria obsoletus, Hellinsia tephradactyla, Cadra cautella and Euchromius ocellea are first records for the region of Transylvania. We document the presence of the black locust leaf miner Parectopa robiniella from multiple, characteristic leaf mines found at Silica Veche, Brasov, as well as that of the horse chestnut leaf miner Cameraria ohridella in Brasov, from muliple leaf mines and adult moths."
1066	P. Navone	Occurrence of a nearctic Hymenoptera Eulophidae belonging to the genus Achrysocharoides (Hymenoptera Eulophidae) on Phyllonorycter robiniella (Clemens) in Italy	"The occurrence of a nearctic Hymenoptera Eulophidae belonging to the genus Achrysocharoides is reported. For the first time the parasitoid was collected in Italy from Phyllonorycter robiniella (Clemens) on Robinia pseudoacacia L. Presently, the collected specimens are ascribed to the species A. gahani Miller; however, the possibility that these specimens could belong to a new species, only strictly related to the previous one, is here discussed. Preliminary data on morphology and biology of this endoparasitoid are given. The report of this natural enemy of Ph. robiniella is new for both palaearctic and nearctic fauna and opens promising perspectives of biological control in the biocoenosis of black locust in Europe."
1113	"D. Battaglia, G. Mele and G. Gobbi"	Metcalfa has also arrived in Basilicata	"M. pruinosa was accidentally introduced in Italy for the first time in 1979. The first occurrence of colonies of M. pruinosa at the beginning of July 2002 is reported from Basilicata. Infestations were observed in the forest of Pantano di Policoro with native species white poplar [Populus alba], elm [Ulmus], ash (Fraxinus oxycarpa [ F. angustifolia]), black alder [Alnus glutinosa] and white willow [Salix alba], and introduced species such as locust tree [Robinia pseudoacacia] and American poplar. The release of the parasitoid Neodryinus typhlocybae is discussed."
144	"J. A. White, J. S. McCord, K. A. Jackson, A. C. Dehnel and P. A. Lenhart"	Differential aphid toxicity to ladybeetles is not a function of host plant or facultative bacterial symbionts	"1. Herbivores often defend themselves from predation by transmitting toxic plant-produced chemicals to their enemies. Polyphagous herbivores sometimes exhibit differential toxicity when found on various host plant species, which is generally assumed to reflect variation in plant chemistry. 2. Here, however, we provide evidence that host-associated herbivore lineages can intrinsically differ in their toxic properties. Lineages of Aphis craccivora originating from black locust (Robinia pseudoacacia) are unsuitable food for the ladybeetle Harmonia axyridis, resulting in death of both larvae and adults, whereas aphid lineages originating from alfalfa (Medicago sativa) support larval development and adult reproduction. We show that locust-origin aphids remain toxic and alfalfa-origin aphids remain non-toxic when reared on any of three legume plants (fava, alfalfa or locust). 3. Furthermore, toxicity is not a function of the facultative bacterial symbiont Arsenophonus, which is naturally present in locust-origin aphid lineages and facilitates aphid use of locust. Experimentally cured locust-origin lineages remain toxic, and an experimentally transinfected alfalfa-origin lineage remains non-toxic to H. axyridis. 4. Instead, Arsenophonus plays an indirect role in the distribution of toxic aphid lineages by facilitating aphid use of locust. It is the parthenogenetic coinheritance of Arsenophonus and the toxic trait that observationally correlates locust-feeding with toxicity in A. craccivora, rather than host plant chemistry per se. 5. Our results clearly demonstrate that aphid lineages intrinsically vary in their toxic properties in a way that neither plant chemistry nor bacterial symbionts can explain. A more inclusive paradigm is needed for understanding variation in herbivore defence against predators."
1480	"O. I. Ozino, A. Lamberti and P. Ferrazzi"	Action of Beauveria bassiana (Bals.) Vuill. on Parectopa robiniella Clemens in field tests	"Beauveria bassiana was isolated from mature larvae of the gracillariid Parectopa robiniella, a leaf miner of Robinia pseudoacacia, in Italy. In field infection tests, the fungus was found to be effective against the pest, causing 34.8, 33.3 and 33.3% mortality of larvae 1, 5 and 7 months after treatment, resp. Its action appeared to be influenced by the inoculum level. The fungus was found to be persistent throughout the 7-month test period."
1620	G. W. F. Sewell and A. L. Roberts	Replant diseases of hardy ornamentals	"Reciprocal planting of 4 spp. in their respective soils indicated host specialisation in Olpidium brassicae (a common root inhabitant of Malus, Robinia and Tilia) and Thielaviopsis basicola (abundant in some Robinia and Tilia samples). Tilia was ectomycorrhizal, but only when grown on its own soil. The effects of soil treatment with dazomet and dazomet + formalin were examined for 8 ornamental spp. in nursery plots."
1030	L. K. Rieske	Age-specific host utilization in the eastern tent caterpillar (Lepidoptera : Lasiocampidae)	"Larval growth and survival of the eastern tent caterpillar, Malacosoma americana F, was assessed on its preferred host, black cherry (Prunus serotina Ehrhart), black locust (Robinia pseudoacacia L.), hackberry (Celtis occidentalis L.), white oak (Quercus alba L.), and white pine (Pinus strobus L.), and on the herbaceous biennial poison hemlock (Conium maculatum L.). Larvae grew largest and had the greatest pupation and survival rates when fed black cherry and white oak. They did not grow well on black locust or white pine, but survival rates were relatively high, suggesting that both plant species could potentially serve to sustain tent caterpillar populations. Growth and survival was so low on hackberry and poison hemlock that they pose little chance of sustaining outbreaking caterpillar populations."
1387	M. Pilotti and M. Barba	Robinia mosaic virus: a new cucumovirus in Italy	"A virus was isolated from Robinia pseudoacacia plants in Italy which showed symptoms of severe mosaic and malformation of the leaves and growth reduction. From biological, morphological and serological tests, the virus was identified as robinia mosaic virus, a distinct strain of peanut stunt cucumovirus (PSV). The experimental reproduction of the symptoms showed that the virus was the causal agent of the disease. This is the first report of this strain of PSV in Italy."
1764	R. P. Georgevits	Seed insects of Robinia pseudoacacia	"Studies were carried out in southern Greece between 1977 and 1980 on Bruchophagus mutabilis Nikol'skaya, Etiella zinckenella (Treitschke) and Ectomyelois ceratoniae (Zell.) on seeds of Robinia pseudoacacia. B. mutabilis was new to the Greek fauna and the other 2 species had not previously been reported to infest R. pseudoacacia. B. mutabilis had 2 generations per year, the adults of the 1st emerging from the previous year's seeds between mid-May and mid-June, and those of the 2nd generation from the current year's seeds from the end of June to the end of July. The larvae of the 2nd generation overwintered in seeds. Etiella zinckenella also had 2 generations per year, but only one developed on R. pseudoacacia, and the larvae of this generation were also found in husks of Colutea arborescens and Spartium junceum. The 1st adult flight took place from mid-May to mid-June, and adults of the 2nd generation appeared from mid-July onwards. The larvae fed only on unripe, green seeds. Ectomyelois ceratoniae had 2 generations per year, both of which developed on R. pseudoacacia. Adult emergence took place in May-June and September-October. The larvae fed only on hard, ripe seeds remaining on the trees in previous years' husks, and pupation took place inside the husks. Control experiments were carried out against B. mutabilis and Etiella zinckenella, which could destroy a large percentage of unripe seeds, and it was found that Carbevin [of unstated composition] was effective against E. zinckenella larvae and B. mutabilis adults when applied at 0.3%, while diflubenzuron (Dimilin) applied at 0.02% was effective only against E. zinckenella larvae. The application of Carbevin and diflubenzuron at the beginning of June reduced the number of damaged seeds by 4.0 and 13.3%, respectively, 3 weeks after spraying. B. mutabilis was parasitised by the eulophid Tetrastichus aneurytus Erdos and the eupelmid Eupelmus urozonus Dalm."
893	"Z.-Q. Yang, X.-R. Qiao, W.-J. Bu, Y.-X. Yao, X. Yan and Y.-S. Han"	"First discovery of an important invasive insect pest, Obolodiplosis robiniae (Diptera : Cecidomyiidae) in China"	"An important invasive insect pest, locust gall midge Obolodiplosis robiniae (Haldemann) (Diptera: Cecidomyiidae), was newly discovered from China. Native to North America, this species attacks leaf of black locust tree, Robinia pseudoacacia L. As one characteristic of infestation, its larvae (usually 3 - 8 individuals) gregariously feed inside the longitudinal rolling gall along the edges of leaf. In Qinhuangdao City of Hebei Province and Jinzhou, Anshan, Huludao and Chaoyang cities of Liaoning Province, its attacking rate on black locust trees were about 100%. The pest threats the health of R. pseudoacacia which has been planted in large areas in China. Strict quarantine, study on its biology and control measures are necessary in order to block its spread and damages."
1656	M. T. Ialongo	An Erysiphaceae new to Italy: Microsphaera pseudoacaciae (Marcenko) U. Braun	"The fungus, recorded on Robinia pseudoacacia, is described."
1000	E. d. Marino	Phomopsis arnoldiae. Stem canker on Bohemian olive	"Information is included on the wide distribution of Phomopsis sp. worldwide and host range (conifer species, such as fir and cypress, Canadian poplar, Rosaceae and Robinia). Recommendations are provided on disease prevention and control including planting of healthy trees, removal and elimination of infected plant parts, and chemical treatments with formulations based on copper applied after leaf fall. Twig canker, severe necrosis of branches, and chlorosis, wilting and drying of leaves were observed on Bohemian olive (Elaeagnus angustifolia) growing within an experimental plantation of walnut trees in Arezzo, Italy, in 2002. The causal agent was identified as P. arnoldiae. The importance of use of healthy propagation material, eradication of diseased plant parts and chemical control is emphasized."
642	M. Skuhrava and V. Skuhravy	"Gall midges (Cecidomyiidae, Diptera) of Corsica (France)"	"During investigations in June 2008 at 10 localities, situated from the seaside up to altitude of 1000 m, we found 47 gall midge species of which 34 are new records for Corsica. The present gall midge fauna of Corsica includes 63 species. At individual localities, four to eighteen species were found, with the average 9,8 species per locality. The highest species number (18 species) was found at Venaco in the central part of Corsica. Most of gall midges belong to phytophagous species, except two species - Mycodiplosis melampsorae (Rubsaamen, 1889) and Trotteria obtusa (Loew, 1845). The gall midge fauna is formed of 37 % Mediterranean and sub-Mediterranean, 41 % European and 19 %, Euro-Siberian species. The gall midge fauna of Corsica is similar to the faunal composition of Sicily, Corfu and Sardinia. Dasineura gleditchiae (Osten Sacken, 1866) galling leaflets of Gleditsia triacanthos and Obolodiplosis robiniae (Haldeman, 1847) galling leaflets of Robinia pseudoacacia are alien species originated from North America. Gall midges are associated with 47 host plant species belonging to 22 plant families. Fagaceae is the plant family with the highest number of associated gall midge species (13 species). Quercus pubescens is the host plant with the highest number of gall midge species (five species). Wachtliella ericina (F. Low, 1885) causing galls on Erica arborea, found at 19 localities, is the most frequent gall midge species in Corsica. An annotated list of gall midge species and a list of host plant species attacked by gall midges are given."
1304	H. Chen and R. Qi	Reproductive characteristics of Cydia trasias and its control with sex attractant	"Cydia trasias is an important pest insect on the Chinese scholartree [Robinia pseudoacacia]. Observations in the laboratory showed that it mated only once. The sex ratio was 1:1. In trials with traps suspended at 1.0 - 1.5 m from the periphery of canopy in late May, sex attractant gave control of 66.87%. This method was applied extensively in 1993-95 to protect R. pseudoacacia against the pest."
1027	P. Navone and L. Tavella	"Obolodiplosis robiniae, a pest of the false acacia"	"The presence of pseudo galls on the leaves of the false acacia (Robinia pseudoacacia) was observed for the first time in Piedmont in 2004. It is already widespread in the Po valley, Emilia Romagna and Friuli-Venezia-Giulia. Parasitoids have been observed in those areas and also other evidence of predators of .O. robiniae. It is concluded that a watch should be kept to monitor any further spread, but no other measures are needed at present."
1449	P. Trematerra and G. B. Serini	"On the biology of Phyllonorycter robiniellus (Clemens) (Lepidoptera, Gracillariidae), leaf miner of Robinia pseudoacacia L"	"The biology of Phyllonorycter robiniellus [P. robiniella], a leaf miner of Robinia pseudoacacia, was studied in Lombardy, Italy, in 1988-90. The pest had 4.5 overlapping generations each year between the 2nd half of June and mid-October. Photographs showing the symptoms of damage caused to R. pseudoacacia by infestations of the pest are included. The distribution of P. robiniella in Europe and the intensity of its presence in Italy are reported."
1433	M. P. Smith and E. M. Barrows	"EFFECTS OF LARVAL CASE SIZE AND HOST PLANT-SPECIES ON CASE INTERNAL TEMPERATURE IN THE BAGWORM, THYRIDOPTERYX-EPHEMERAEFORMIS (HAWORTH) (LEPIDOPTERA, PSYCHIDAE)"	"We examined the internal temperatures of cases of bagworms, Thyridopteryx ephemeraeformis, that fed on and made cases from Juniperus chinensis pfitzeriana, J. virginiana, and Robinia pseudoacacia. Case size and host-plant species affected case internal temperatures during heating under laboratory conditions. Case size affected case internal temperature of bagworms from R. pseudoacacia that were heated by the sun outdoors."
1613	"Y. S. Kim, J. K. Chai and J. W. Bang"	"Damage to Korean hardwoods by powder-post beetle, Lyctus brunneus"	"Of the 88 tree species from southern Korea investigated, 24 were attacked by L. brunneus. The following were severely attacked: Celtis sinensis, Robinia pseudoacacia, Albizia julibrissin, Gleditsia japonica, Rhus sylvestris, Sapindus mukorossi and Meliosma myriantha."
1959	"E. Punithalingam, J. M. Waller and C. A. B. I. Uk"	Botryosphaeria obtusa. Descriptions of Fungi and Bacteria	"A description is provided for Botryosphaeria obtusa. Information is included on the disease caused by the organism, its transmission, geographical distribution, and hosts. HOSTS: On Malus and Vitis. Also on Acer, Alnus, Amygdalus, Artemisia, Betula, Citrus, Crataegus, Cupressus, Diospyros, Eriobotrya, Hicoria, Juniperus, Liquidambar, Liriodendron, Lucuma, Magnolia, Melia, Nannorrhops, Nerium, Pinus, Platanus, Prunus, Rhamnus, Ribes, Robinia, Rubus, Salix, Sassafras, Tectona, Ulmus, Viburnum, Yucca. DISEASE: Causes canker and dieback on pomaceous fruits and grapevine but can live saprophytically on dead wood and bark of many woody plants. On apple, B. obtusa is responsible for three diseases: a canker (New York apple tree canker or black-rot canker); frog-eye leaf spot; and black-rot of the fruit. Cankers start as small elliptical areas of discoloured wood, often with a peripheral crack; as they grow the bark becomes roughened and black pycnidial pustules protrude. Diseased branches and twigs can be girdled and killed. Leaf spots begin as small, circular, purple spots which increase in size, developing a light brown centre, the typical 'frog-eye' symptom. Extensive defoliation may result if this stage of the disease is severe. The fruit rot usually commences at a wound or at the calyx as a dark spot, which spreads to envelope the whole fruit. Diseased fruits are firm and black but eventually shrivel and become mummified. GEOGRAPHICAL DISTRIBUTION: Widespread in the temperate areas; Europe, Southern Africa, North and South America, India, Japan, New Guinea, Western Australia, Tasmania, New Zealand. TRANSMISSION: The fungus can over-winter on mummified fruit, cankers, dead twigs and secondary hosts. Conidia and ascospores are mostly dispersed by rain-splash and perhaps by insects. Spore release is affected by relative humidity and temperature and dispersal is stimulated by night-time rain (50, 735)."
775	M. Pernek and D. Matosevic	"BLACK LOCUST GALL MIDGE (Obolodiplosis robiniae), NEW PEST ON BLACK LOCUST TREES AND FIRST RECORD OF PARASITOID Platygaster robinae IN CROATIA"	"Black locust gall midge (Obolodiplosis robiniae) (Diptera: Cecidomyiidae) is the most recent invasive species ill Europe originating, like its host plant, from North America. It started its quick spread in Europe in 2003 from the Veneto region in Italy where it was first found. Platygaster robiniae (Hymenoptera: Platygastridae), parasitoid of the midge was first described as species in 2008. In the researches of the black locust gall midge only one record was given for Croatia (in 2006) but without details. The aim of this research was to record the distribution, biology, parasitoids and damages of this newly introduced insect species in Croatia. The presence of black locust gall midge was recorded by inspection of black locust leaves oil the following localities: the greater surrounding of Zagreb, Jastrebarsko, northwestern (Durmanec, Lepoglava, Ivanec), submediterranean (island Krk) and mediterranean (surrounding of Zadar) part of Croatia (Table 1). The presence of larvae and parasiotids in galls was researched oil the sites in Zagreb. On 9 July 2008 a sample of 20 black locust leaves was taken from 3 trees and analised. Galls (Figure 1) with white (Figure 2) and yellow larvae (Figure 3) were found oil the leaves. White larvae are young and yellow older instars. In the sample of 20 leaves i.e. 251 leaflets of black locust 599 galls were found which is 2,3 galls oil average per leaflet. Total number of larvae was 1183 or 2 larvae oil average per gall, out of which yellow larve (916) were numerous than white (82) (Table 2). Parasitised larve (Figure 4) and cocoons of parasitoid Platygaster robiniae (Figure 5) were found ill galls. The percentage of parasitism of black locust gall midge in the sample was 15,6% (Table 2). The black locust gall midge can be cosidered as a new invasive species in Europe as well as in Croatia. The midge was very probably introduced to Europe with planting material and its main vectors of dispersal in Europe were black locust ornamental plants trade and intensive international vehicle transport. The dispersal in Croatia had two main entries: from Slovenia and Hungary for the continental part and from Italy for the Mediterranean part. The observations of the black locus midge biology in the northwestern Croatia in 2008 have not shown the development of new generation after July. The last larvae in galls were found on 9 July. Our own observations and different data oil overwintering of other researchers have shown a need for more researches of the various aspects of black locust midge biology (number of generations, overwintering). In the galls of the black locust gall midge the parasitised larvae (Figure 4) and cocoons of parasitoid Platygaster robiniae (Figure 5) were found oil all localities of research in Croatia. This is the first record of this species ill Croatia. From the percentage of parasitism of 15,6% it call be presumed that the midge is present in Croatia for several years (which confirms the record from 2006) and that the parasitoid has successfully adapted itself to the new pest. In the next year a more intensive spread of black locust gall midge in Croatia can be expected, but also a multiple rise in parasitism levels. Black locust gall midge makes distinctive damages on leaflets of black locust - galls (Figure 1). Numerous galls oil leaflets influence the assimilation process and can cause premature leaf drop. The galls influence the aestethic value of black locust ornamental plants. The estimation of damages caused by the midge vary considerably in Europaean countries. Black locust is not all important forest species in Croatia so the black locust gall midge is not considered as important forest pests. Aesthetic damages call be expected on ornamental plants."
1090	M. Bandte and C. Buttner	Occurrence of virus diseases in parks and public gardens	"Data were given on the occurrence of Arabis mosaic virus, Apple mosaic virus, Brome mosaic virus, Cherry leafroll virus, Elm mosaic virus, Poplar mosaic virus, Robinia true mosaic virus, Tobacco necrosis virus, Tobamoviruses and Ringspot viruses on deciduous trees and shrubs (Acer, Aesculus, Betula, Carpinus, Cornus, Fagus, Fraxinus, Juglans, Populus, Quercus, Rhamnus, Robinia, Salix, Sambucus, Sorbus and Ulmus) grown in urban parks and public gardens of Europe."
1313	H. Kuang	Three new species of Phyllocoptinae from China (Acari: Eriophyidae)	"This paper reports three new species of Phyllocoptinae. The length unit is in micron. All type specimens are deposited in the Nanjing Agricultural University. Epitrimerus spirae sp. nov. (figs. 1-5) This new species close to E. granulatus Keifer, but differ from the latter in, the admedian and submedian line don't appear dotted shape; tergite smooth; the number of tergites and sternites about similar. Holotype female , allotype male , paratypes 4 female female 5 male male , Mt. Changbai Shan, Jilin, 2000m, July 30,1987, coil. by Hong Xiao-yue. Host: Spiraea salicifolia. Tetra heilongjingensis sp. nov. (figs. 6-11) This new species is similar to T. rhamni Roivanen, but differs from the latter in the following combination of characters: Coxa with short fluctuate stripe; featherclaw 4-rayed. Holotype female , allotype male , paratypes 2 female female 7 male male , Jingpo Hu, Heilongjiang, Province, 350m, Aug. 2, 1987, coil. by Hong Xiao-yue. Host: Rhamnus davurica. Vasates jilinensis sp. nov. (figs. 12-17) This new species resembles V. robiniae (Nalepa), the main distinctions are: tergistes 45-50; coxa with stripe design; featherclaw 6-rayed. Holotype female , allotype male , paratypes 5 female female , Mt. Changbai Shan, Jilin, 2000m, July 30, 1987, coil. by Hong Xiao-yue. Host: Robinia pseudoacacia."
1271	K. U. Geis	North American sapwood beetle conquers new territory in Germany	"A note is given on the increasing spread of the introduced beetle Lyctus cavicollis in southern Germany. It attacks native and exotic broadleaved species (e.g. oak [Quercus], ash [Fraxinus], elm [Ulmus], plane [Platanus], robinia [Robinia pseudoacacia], walnut [Juglans regia], cherry [Prunus]) and has also been found on some tropical timbers. It appears likely to become a greater pest than Lyctus brunneus."
1039	"H. Pospieszny, M. Jonczyk and N. Borodynko"	Characterization of Polish isolates of bet ringspot virus from black locust (Robinia pseudoacacia L.)	"From naturally infected black locust (R. pseudoacacia), 15 isolates of beet ringspot virus (BRSV) were obtained. The isolates of BRSV were identified by ELISA using the antisera TBRV-ED and TBRV-S. The Polish isolates of BRSV were differentiated by host range, symptoms and genetic variability."
1086	M. Greatti and R. Barbattini	Metcalfa infestation and honey production. A method of estimation	"The honeydew produced by the plant pest Metcalfa pruinosa is particularly attractive to honey bees; they gather it from the plants onto which it has been secreted and transform it into a dark honey. During 1997-99, observations on the insect pest were made from June to August at 5 locations in Friuli-Venezia Giulia, NE Italy, in order to develop a practical method of estimating infestation levels and, hence, the potential for honeydew honey production. The plant species infested and the level and persistence of infestation were monitored. Favoured host plants were Rubus caesius, Robinia pseudoacacia and Cornus sanguinea. This last species was mainly attacked by juveniles, infestation reaching a maximum by the middle of June. From late June, the adults tended to infest the other 2 species. A method of sampling branches at various distances from hives was developed. In order to produce an average of 30 kg of honeydew honey per hive, at least 80% of R. caesius and R. pseudoacacia samples had to be infested with colonies of around 40 and 30 adults, respectively."
1110	"J. Lazarevic, V. Peric-Mataruga, B. Stojkovic and N. Tucic"	Adaptation of the gypsy moth to an unsuitable host plant	"The pattern of adaptation with regard to life history traits and traits thought to be important in feeding habits of caterpillars in two populations of the gypsy moth (Lymantria dispar L.; Lepidoptera: Lymantriidae) originating from the locust tree (Robinia pseudoacacia; Fabaceae) and oak (Quercus petrea; Fagaceae) forests were investigated in the laboratory. The Robinia population has experienced unsuitable locust tree leaves as an exclusive food resource for more than 40 years. Since Quercus species are the principal host plants of the gypsy moth, the specific objectives of this study have been to measure the extent of differentiation between ancestral and derived populations in several life history traits (egg-to-adult viability, duration of larval and pupal stages, and pupal weight) and nutritional indices - relative growth rate (RGR), relative consumption rate (RCR), assimilation efficiency (AD), gross growth efficiency (ECI), and net growth efficiency (ECD). Significant differences between the Quercus and Robinia populations were detected in pupal duration, RGR, RCR, and AD. The presence of a significant population x host interaction in traits such as preadult viability, duration of pupal stage, RGR, and ECI suggests that adaptation of the gypsy moth to the unsuitable host might be ongoing. Using a full-sib design, we screened for genetic variation in life history traits within both populations, and examined the genetic correlations of performance across oak and locust leaves within both populations. The genetic variances for analyzed life history traits were lower under conditions that are commonly encountered in nature. Our data show that positive cross-host genetic correlations preponderate within both populations."
