"Refid"	"Author"	"Title"	"content"
1529	"N. Anselmi and F. Lanata"	"DISTRIBUTION AND BEHAVIOR OF ARMILLARIA IN NORTHERN ITALY"	"The paper refers to the distribution, the host species and the characteristic of attack of five Armillaria species found in Northern Italy, identified on the fruiting bodies morfology, the cultural characteristics \"in vitro\" and particularly by mating tests. A. mellea, the most common species, is found throughout the Po valley, in the hills and mountains until 800-1000 m a.s.l. both is vineyards, orchards, and flowering shrubs etc., with pronounced parasitic behaviour, and in the forest environment, especially deciduous woodland, as a saprophyte or weak parasite. A. ostoyae wa observed principally on conifers, in the whole alpine range from valleys to high altitude, with occasionally attacks on Cedrus deodara, Abies alba, Picea abies. Pinus sylvestris and recurrent attacks on Pinus cembra. A. bulbosa was noticed in the major part of A. mellea area, with saprophytic or as a weak parasitic habit on Quercus but also on Populus, Salix, Robinia pseudoacacia and P. abies. A. cepistipes was found to be typically a saprophyte n coniferous in montane environment. a. tabescens was observed in littoral environments of the Adriatic sea as a saprophyte or weak parasite on Quercus ilex and Q. robur. These is still one isolate to be considered found at high altitude in the Alps, that would seem to be a sixth \"species\": A. borealis."
243	"D. W. Minter and P. F. Cannon"	"Helminthosphaeria triseptata. Descriptions of Fungi and Bacteria"	"A description is provided for Helminthosphaeria triseptata, which is apparently saprobic and able to colonize a diverse range of plants, with records from rotten stems, and twigs. Some information on its associated organisms and substrata, habitats, dispersal and transmission, and conservation status is given, along with details of its geographical distribution (Europe (France, Spain and UK)) and hosts (including Robinia pseudoacacia). No reports of negative economic impacts have been found."
866	"M. Skuhrava, V. Skuhravy and G. Csoka"	"The invasive spread of the gall midge Obolodiplosis robiniae in Europe"	"In 2005 and 2006, the level of infestation of Robinia trees in the central part of the Czech Republic was very high. There were large numbers of the galls of Obolodiplosis robiniae at Dobris, Kadov near Blatna, and Pribram, and also at Ceske Budejovice some 150 km to the south of Prague. In 2006, galls of O. robiniae were discovered in the course of investigations at 3 localities in Calabria, southern Italy (Bonifati Marina, Cetraro, Cittadella del Capo) and in South Tyrol in northern Italy (Kastelruth, Klobenstein, St. Konstantin, and St. Zyprian). In 2007, galls were found at 2 localities in South Tyrol (Bruneck and Muhlbach), but galls were not discovered in the Olympos Region of Greece. The present known first occurrences of O. robiniae in various parts of Europe, starting with its first appearance in 2003 in Italy. The galls were subsequently found in the following localities in Italy: in Lombardia in the Provincia Como, Bergamo; in Veneto, Friuli-Venezia Giulia, Trentino-Alto Adige, Lombardia, and Emilia Romagna. In Germany, galls have been found at Baden, Mannheim, Heidelberg, Sandhausen, Kraichgau, Bruchsal, Karlsruhe, Eschbach (Pfalz), and Hirschhorn (Odenwald). One of the probable reasons for the rapid spread of O. robiniae in Europe may be that forest nurseries and nurseries raising ornamental shrubs and trees sell small seedlings of Robinia pseudoacacia on which the attack by gall midges is not distinct because only eggs or very small first instar larvae are present in the bursting leaflets and are practically invisible to the naked eye. Another reason for the rapid spread may be the substantial international traffic along the streets and roads. Larvae drop from the galls and may be transported over large distances on the wheels and other parts of vehicles. The rate of spread also depends on the density of suitable host plants. High fecundity of females and exponential growth of populations in the course of one vegetative season have also contributed to the rapid spread of this species in Europe."
1542	"Z. Stefanac, N. Bezic and D. Milicic"	"SOME NEW DATA ON ROBINIA MOSAIC CUCUMOVIRUS"	"From black locust (Robinia pseudacacia L.) trees with and without mosaic symptoms robinia mosaic cucumovirus (= robinia mosaic virus) which is regarded as a strain of peanut stunt cucumovirus (= peanut stunt virus) was isolated. The two isolates obtained were serologically indistinguishable from each other and reacted with serum against another previously studied isolate from black locust to its homologous titre. Certain minor differences from isolates described earlier were found in the reaction of test plants. Large virus cyrstals resembling those of CMV were detected in infected cells of host plants."
1672	"L. R. Liu"	"Observations on the biology of Latoia ostia (Swinhoe)"	"The biology of the limacodid Latoia ostia [Parasa ostia] was studied in Yanyuan County, Sichuan, China, where it was a pest of fruit trees, poplars [Populus], willows [Salix], locust [Robinia pseudoacacia] and other trees, in 1977-79. One generation was produced per year. Individuals which had overwintered as mature larvae began to pupate in late April, with peak pupation occurring from early May to early June. The pupal developmental period lasted 25-53 days. Peak emergence of adults occurred between mid-June and mid-July. They began mating and ovipositing 2-5 days after emergence. The egg stage lasted 10-16 days and the larval stage 40-65 days. Serious damage to the leaves of food plants occurred in August and November. Mature larvae began overwintering in late October. The morphology of eggs, larvae, pupae and adults is described."
28	"J. E. O. de Lima, V. S. Miranda, J. S. Hartung, R. H. Brlansky, A. Coutinho, S. R. Roberto and E. F. Carlos"	"Coffee leaf scorch bacterium: Axenic culture, pathogenicity, and comparison with Xylella fastidiosa of citrus"	"Coffee leaf scorch bacterium: Axenic culture, pathogenicity, and comparison with Xylella fastidiosa of citrus | Symptoms of coffee leaf scorch (CLS) appear on young flushes of field plants as large marginal and apical scorched areas on recently mature leaves. Affected leaves drop, shoot growth is stunted, and apical leaves are small and chlorotic. Symptoms may progress to shoot dieback. Only scorched leaves which could not be related to other known agents consistently contained bacteria and bacterial agglomerates when observed with light microscopy. Only plants with these symptoms were positive in enzyme-linked immunosorbent assay (ELISA) tests using antiserum to Xylella fastidiosa Wells et al. The bacterium Xylella fastidiosa Wells et al. was isolated in November 1995 from coffee (Coffea arabica) leaves with scorch symptoms on supplemented periwinkle wilt medium. Colonies were circular, dome-shaped, white, and 0.5 to 1.5 mm in diameter. Two of 10 young coffee seedlings stem-inoculated with a suspension of the isolated X. fastidiosa in January 1996 showed leaf scorch symptoms 3 to 5 months later, contained bacteria in xylem extracts, and reacted positively in ELISA using antiserum to the citrus variegated chlorosis (CVC) strain of X. fastidiosa. ELISA-positive bacteria were reisolated from this plant. None of the symptomless plants, including controls, revealed bacteria on microscopic examinations, ELISA, or isolation attempts. Antisera developed against cultured bacteria from both CLS and CVC plants reacted positively against plant extracts of both diseases in dot immunobinding assays (DIBA). The level of detection was about 5 x 10(5) bacteria ml(-1) for both homologous and heterologous reactions. The polymerase chain reaction amplification products produced by CLS and CVC strains of X. fastidiosa were indistinguishable. Geographical distribution of these strains is not the same. CLS is widespread and usually occurs if coffee is adjacent to CVC-affected citrus. However, CVC does not always occur when citrus is grown adjacent to CLS-affected coffee. The bacteria are closely related, if not identical."
27	"M. J. Davis, B. C. Raju, R. H. Brlansky, R. F. Lee, L. W. Timmer, R. C. Norris and R. E. McCoy"	"PERIWINKLE WILT BACTERIUM - AXENIC CULTURE, PATHOGENICITY, AND RELATIONSHIPS TO OTHER GRAM-NEGATIVE, XYLEM-INHABITING BACTERIA"	"PERIWINKLE WILT BACTERIUM - AXENIC CULTURE, PATHOGENICITY, AND RELATIONSHIPS TO OTHER GRAM-NEGATIVE, XYLEM-INHABITING BACTERIA | "
26	"M. J. Davis, A. H. Purcell and S. V. Thomson"	"PIERCES DISEASE OF GRAPEVINES - ISOLATION OF CAUSAL BACTERIUM"	"PIERCES DISEASE OF GRAPEVINES - ISOLATION OF CAUSAL BACTERIUM | "
25	"P. I. da Costa, C. F. Franco, V. S. Miranda, D. C. Teixeira and J. S. Hartung"	"Strains of Xylella fastidiosa rapidly distinguished by arbitrarily primed-PCR"	"Strains of Xylella fastidiosa rapidly distinguished by arbitrarily primed-PCR | Genomic DNAs isolated from strains of Xylella fastidiosa that caused citrus variegated chlorosis, coffee leaf scorch, Pierce's Disease of grapevine, and plum leaf scorch were analyzed by arbitrarily primed polymerase chain reaction. Purified DNA was amplified under nonstringent conditions with single primers 21 nucleotides (nt) long. Thirty-nine amplification products were observed that were useful to distinguish among the strains and to derive a similarity matrix and construct a phenogram showing possible relationships among the strains. Strains isolated from diseased coffee and citrus in Brazil were closely related to each other (coefficient of similarity of 0.872), but only distantly related to a strain isolated from diseased grapevine in the USA (coefficient of similarity of 0.650). Strains of Xylella fastidiosa isolated from diseased plums in the USA and Brazil clustered with strains from different hosts isolated from their respective countries of origin. Thus, there may be two quite dissimilar clusters of strains of Xylella fastidiosa, one in North America and the other in South America. Each cluster contains strains that can cause disease in plum. The methods described provide a convenient and rapid method to distinguish between strains of Xylella fastidiosa that cause diseases of coffee and citrus in the same region of Brazil. This has not been possible previously. This will potentially enable the two strains to be distinguished in alternate hosts or in insect vectors."
24	"H. S. Costa, E. Raetz, T. R. Pinckard, C. Gispert, R. Hernandez-Martinez, C. K. Dumenyo and D. A. Cooksey"	"Plant hosts of Xylella fastidiosa in and near southern California vineyards"	"Plant hosts of Xylella fastidiosa in and near southern California vineyards | Xylella fastidiosa is a xylem-limited bacterium that causes Pierce's disease (PD) of grapevines. A variety of plant species found near a severe outbreak of PD in vineyards in the Temecula Valley of California were tested using enzyme-linked immunosorbent assay, culture on media, and polymerase chain reaction to identify potential inoculum sources in the area. Species that consistently tested positive for X. fastidiosa were the known hosts, grape, almond, and oleander, and two new hosts, Spanish broom (Spartium junceum) and wild mustard (Brassica spp). Sequence analysis of the 16S-23S rRNA spacer region found that strains isolated from grapevine, Spanish broom, wild mustard, and almond clustered with previously sequenced PD strains. Thus, these species could serve as sources of inoculum for infection of grapevines and should be removed or monitored for signs of infection. Sequences from oleander isolates from Temecula formed another cluster with a previously published oleander strain sequence. Oleander strains do not infect grapevines and thus do not appear to cause a direct threat to grapevines. Two additional isolates from almond were determined to be genetically different from PD strains, and the ability of these strains to infect grapevine is not known. Greenhouse transmission studies indicate that the glassy-winged sharpshooter was able to transmit a PD strain of X. fastidiosa to Spanish broom, black mustard, and other hosts."
23	"C. J. Chang and J. T. Walker"	"BACTERIAL LEAF SCORCH OF NORTHERN RED OAK - ISOLATION, CULTIVATION, AND PATHOGENICITY OF A XYLEM-LIMITED BACTERIUM"	"BACTERIAL LEAF SCORCH OF NORTHERN RED OAK - ISOLATION, CULTIVATION, AND PATHOGENICITY OF A XYLEM-LIMITED BACTERIUM | "
22	"C. J. Chang, M. Garnier, L. Zreik, V. Rossetti and J. M. Bove"	"CULTURE AND SEROLOGICAL DETECTION OF THE XYLEM-LIMITED BACTERIUM CAUSING CITRUS VARIEGATED CHLOROSIS AND ITS IDENTIFICATION AS A STRAIN OF XYLELLA-FASTIDIOSA"	"CULTURE AND SEROLOGICAL DETECTION OF THE XYLEM-LIMITED BACTERIUM CAUSING CITRUS VARIEGATED CHLOROSIS AND ITS IDENTIFICATION AS A STRAIN OF XYLELLA-FASTIDIOSA | A xylem-limited bacterium resembling Xylella fastidiosa has been shown previously by electron microscopy to be associated with citrus variegated chlorosis (CVC), a new disease of sweet orange trees in Brazil. A bacterium was consistently cultured from plant tissues from CVC twigs of sweet orange trees but not from tissues of healthy trees on several cell-free media known to support the growth of Xylella fastidiosa. Bacterial colonies typical of X. fastidiosa became visible on PW, CS20, and PD2 agar media after 5 and 7-10 days of incubation, respectively. The cells of the CVC bacterium were rod-shaped, 1.4-3 mum in length, and 0.2-0.4 mum in diameter, with rippled walls. An antiserum against an isolate (8.1.b) of the bacterium gave strong positive reactions to double-antibody-sandwich (DAS), enzyme-linked immunosorbent assay (ELISA) with other cultured isolates from CVC citrus, as well as with several type strains of X. fastidiosa. This result indicates that the CVC bacterium is a strain of X. fastidiosa. ELISA was also highly positive with all leaves tested from CVC-affected shoots. Leaves from symptomless trees reacted negatively. Sweet orange seedlings inoculated with a pure culture of the CVC bacterium supported multiplication of the bacterium, which became systemic within 6 months after inoculation and could be reisolated from the inoculated seedlings. Symptoms characteristic of CVC developed 9 months post inoculation."
21	"C. Chang, P. Brannen, G. Krewer, R. Boland and R. Donaldson"	"Bacterial leaf scorch of blueberry: A new disease caused by Xylella fastidiosa"	"Bacterial leaf scorch of blueberry: A new disease caused by Xylella fastidiosa | "
20	"C. M. Chagas, V. Rossetti and M. J. G. Beretta"	"ELECTRON-MICROSCOPY STUDIES OF A XYLEM-LIMITED BACTERIUM IN SWEET ORANGE AFFECTED WITH CITRUS VARIEGATED CHLOROSIS DISEASE IN BRAZIL"	"ELECTRON-MICROSCOPY STUDIES OF A XYLEM-LIMITED BACTERIUM IN SWEET ORANGE AFFECTED WITH CITRUS VARIEGATED CHLOROSIS DISEASE IN BRAZIL | Citrus variegated chlorosis (CVC) a serious discase affecting sweet orange (Citrus sinensis Osb.) groves in Sao Paulo and Minas Gerais States, Brazil, was first observed in 1987 and found to be associated with a Gram-negative, xylem-limited bacterium (CVC-B). Electron microscopic studies revealed that the bacterium may appear in situ evenly distributed in the lumen of the tracheary elements and, occasionally, embedded in a lucent matrix adhering to the inner surface of the cell wall elements. CVC-B measured 1-3.5-mu-m X 0.3-0.5-mu-m and appeared to be at different developmental stages; fibril-like structures were seen attached to bacteria. CVC-B rippled wall showed a periodical or annulated structural arrangement with thickness from 25-35 nm in the furrows and 45-55 nm in the ridges. The wall consisted of 3 layers, i.e., an outer, an inner (each comprised of 3-layered unit membrane structure) and a middle peptidoglycan layer. DNA-like threads and ribosome-like granules were present in the cytoplasm. CVC-B is structurally and morphologically similar to Xylella fastidiosa of which it could be a citrus strain or a strain from other hosts adapted to citrus."
19	"C. Cariddi, M. Saponari, D. Boscia, A. De Stradis, G. Loconsole, F. Nigro, F. Porcelli, O. Potere and G. P. Martelli"	"ISOLATION OF A XYLELLA FASTIDIOSA STRAIN INFECTING OLIVE AND OLEANDER IN APULIA, ITALY"	"ISOLATION OF A XYLELLA FASTIDIOSA STRAIN INFECTING OLIVE AND OLEANDER IN APULIA, ITALY | The isolation in pure culture of the Xylella fastidiosa strain associated with the quick decline syndrome of olive, recently observed in Apulia (Salento peninsula, southern Italy) was attempted from symptomatic, naturally infected olive and oleander plants, and a periwinkle seedling that had been exposed to, and was infected by Xylella-positive spittlebugs. Prior to isolation, the presence of Xylella was ascertained in all donor hosts by PCR, indirect immunofluorescence and electron microscopy. Isolations from olive failed because of the heavy contamination by bacteria other than Xylella. By contrast, pure bacterial cultures were obtained from oleander and periwinkle extracts plated in periwinkle wilt gelrite (PWG) and buffered cysteine-yeast extract (BCYE) media. In both media, colonies were slow-growing, small-sized (less than 1 mm 25 days from plating), non pigmented, opalescent and exhibited the same morphology, except for the margin that was entire in BCYE and somewhat irregular in PWG. Bacterial cells were rod-shaped with rounded ends, had a thick and rippled cell wall, an average width of 0.35 mu m, and a maximum length of ca. 5 mu m. They gave a positive reaction in immunofluorence assays and were clearly decorated by colloidal gold in immunogold labelling tests. Sequenced PCR products amplified from periwinkle and oleander colonies shared 97-99% sequence identity with known X. fastidiosa strains from database and were 100% identical to one another and to comparable sequences obtained from infected olive trees. These sequences grouped in a distinct cluster of a branch comprising X. fastidiosa isolates belonging to the subspecies pauca."
18	"D. Carbajal, K. A. Morano and L. D. Morano"	"Indirect immunofluorescence microscopy for direct detection of Xylella fastidiosa in xylem sap"	"Indirect immunofluorescence microscopy for direct detection of Xylella fastidiosa in xylem sap | The plant pathogen Xylella fastidiosa is the causative agent of a number of diseases of economically important crops, including Pierce's disease that affects grapevines. Using a commercially available antibody specific for X. fastidiosa, we have established a protocol for microscopic identification of the bacterium by indirect immunofluorescence. This antibody clearly labels an uncharacterized antigen concentrated at a single pole of X. fastidiosa cells, but does not react with a non-Xylella control. This technique was also performed successfully on xylem exudates from several different plant genera and correlated well with standard enzyme-linked immunosorbent assay tests. These results establish a novel method for in situ assessment of X. fastidiosa infection from host plants."
88	"H. H. Mollenhauer and D. L. Hopkins"	"Ultrastructural study of Pierce's disease bacterium in grape xylem tissue"	"Ultrastructural study of Pierce's disease bacterium in grape xylem tissue | These rod-shaped rickettsia-like bacteria, c. 0.25-0.5 X 1-4 mu m [RPP 53, 635], are described in detail. In the xylem of infected grapevines they are either distributed evenly throughout the lumen of the xylem vessel or appressed along the inner surface of the vessel walls in an electron-lucent matrix."
87	"S. M. Mircetich, S. K. Lowe, W. J. Moller and G. Nyland"	"ETIOLOGY OF ALMOND LEAF SCORCH DISEASE AND TRANSMISSION OF CAUSAL AGENT"	"ETIOLOGY OF ALMOND LEAF SCORCH DISEASE AND TRANSMISSION OF CAUSAL AGENT | "
86	"R. A. Melanson, R. S. Sanderlin, A. R. McTaggart and J. H. Ham"	"A Systematic Study Reveals that Xylella fastidiosa Strains from Pecan Are Part of X. fastidiosa subsp multiplex"	"A Systematic Study Reveals that Xylella fastidiosa Strains from Pecan Are Part of X. fastidiosa subsp multiplex | Melanson, R. A., Sanderlin, R. S., Mc Taggart, A. R., and Ham, J. H. 2012. A systematic study reveals that Xylella fastidiosa strains from pecan are part of X. fastidiosa subsp. multiplex. Plant Dis. 96:1123-1134. Xylella fastidiosa causes disease in a number of economically important crops, ornamental plants, and shade trees, including grapevine, citrus, oleander, and sycamore. In pecan, X. fastidiosa causes pecan bacterial leaf scorch (PBLS), which leads to defoliation and reduces nut yield. No economically effective treatments are available for PBLS. In order to improve PBLS management practices, it is necessary to determine the subspecies of X. fastidiosa strains that infect pecan so that potential sources of inoculum may be identified. Multiprimer polymerase chain reaction (PCR) and phylogenetic analyses using nucleotide sequence data from the 16S-23S rRNA intergenic transcribed spacer (ITS) region and pglA consistently identified strains of X. fastidiosa isolated from pecan as X. fastidiosa subsp. multiplex. Enterobacterial repetitive intergenic consensus PCR and repetitive extragenic palindromic (REP)-PCR analyses were congruent with phylogenetic analyses. REP-PCR analyses indicated genetic variation within strains of X. fastidiosa from pecan. From these same analyses, X. fastidiosa strains from sycamore, grapevine, and oleander from Louisiana were identified as subsp. multiplex, subsp. fastidiosa, and subsp. sandyi, respectively. This study provides additional information about the host ranges of X. fastidiosa subspecies."
85	"R. J. McGovern and D. L. Hopkins"	"ASSOCIATION OF XYLELLA-FASTIDIOSA WITH LEAF SCORCH AND DECLINE OF LIVE OAK IN FLORIDA"	"ASSOCIATION OF XYLELLA-FASTIDIOSA WITH LEAF SCORCH AND DECLINE OF LIVE OAK IN FLORIDA | "
83	"L. A. McGaha, B. Jackson, B. Bextine, D. McCullough and L. Morano"	"Potential plant reservoirs for Xylella fastidiosa in South Texas"	"Potential plant reservoirs for Xylella fastidiosa in South Texas | Vitis vinifera vines growing in the Texas Gulf Coast region inevitably contract Pierce's disease (PD), which is caused by bacterium Xylella fastidiosa. This area of intense disease pressure offers an excellent environment to identify the plant species that are alternate hosts of this bacterium. One hundred and one native or ornamental plant samples, representing 40 families, were evaluated for the presence of X. fastidiosa using enzyme-linked immunosorbent assay (ELISA), standard polymerase chain reaction (PCR), and quantitative real-time PCR (QRT-PCR) methods in an initial screening of typical regional vegetation. Seventeen plants assayed tested positive for X. fastidiosa by two or more methods."
82	"A. J. McElrone, J. L. Sherald and M. R. Pooler"	"Identification of alternative hosts of Xylella fastidiosa in the Washington, D.C., area using nested polymerase chain reaction (PCR)"	"Identification of alternative hosts of Xylella fastidiosa in the Washington, D.C., area using nested polymerase chain reaction (PCR) | A survey of 27 herbaceous and woody plant taxa was conducted to identify possible alternative hosts of the xylem-limited bacterium, Xylella fastidiosa. Samples were collected from wild and cultivated plants inhabiting and surrounding the National Park Service Daingerfield Island Nursery in Alexandria, Virginia, and from national parks in Washington, D.C. These samples were analyzed using up to 3 different bacterial extraction methods and a 2-step, nested polymerase chain reaction (PCR) amplification using oligonucleotide primers specific to X. fastidiosa. Six out of the 27 sampled plant taxa tested positive. Acer negundo, Aesculus X hybrid, Celastrus orbiculata, Cornus florida, and Hedera helix have not been previously confirmed as hosts, while Vitis species have been described as wild and cultivated hosts in numerous studies. Eleven of the 27 taxa could not be tested due to failure to amplify X. fastidiosa DNA in the positive controls, regardless of the extraction method."
81	"A. J. McElrone, J. L. Sherald and I. N. Forseth"	"Effects of water stress on symptomatology and growth of Parthenocissus quinquefolia infected by Xylella fastidiosa"	"Effects of water stress on symptomatology and growth of Parthenocissus quinquefolia infected by Xylella fastidiosa | A greenhouse study was conducted to test the hypothesis that bacterial leaf scorch symptoms, caused by Xylella fastidiosa, are more severe during periods of drought stress. A two-by-two complete factorial design with two pathogen treatments (control and infected) and two soil moisture levels (high and low) was used with Parthenocissus quinquefolia vines in 1999 and 2000. In each year, a high percentage of P. quinquefolia plants inoculated with X. fastidiosa expressed typical bacterial leaf scorch symptoms, with the outer scorched portion of the leaf separated from green tissue by a chlorotic halo. X. fastidiosa was detected in all symptomatic plants using an immunomagnetic capture and nested polymerase chain reaction technique, and was reisolated and cultured in modified periwinkle wilt liquid media. In both years, symptoms progressed further along the stem and were more severe at corresponding leaf positions in low-water-infected plants compared to high-water-infected plants. Total leaf area, shoot length, and number of nodes on the longest shoot per plant were all reduced due to drought and X. fastidiosa infection. This study is the first to verify the hypothesis that bacterial leaf scorch symptoms are enhanced during drought stress. Maintaining plant vigor with regular watering can be used to sustain plants infected by X. fastidiosa, particularly during periods of water stress."
80	"A. J. McElrone, S. Jackson and P. Habdas"	"Hydraulic disruption and passive migration by a bacterial pathogen in oak tree xylem"	"Hydraulic disruption and passive migration by a bacterial pathogen in oak tree xylem | Xylella fastidiosa (Xf) is a xylem-limited bacterial pathogen that causes leaf scorch symptoms in numerous plant species in urban, agricultural, and natural ecosystems worldwide. The exact mechanism of hydraulic disruption and systemic colonization of xylem byXf remains elusive across all host plants. To understand both processes better, the functional and structural characteristics of xylem in different organs of both healthy andXf-infected trees of severalQuercus species were studied. Hydraulic conductivity (K(s)) inXf-infected petioles ofQ. palustris andQ. rubra decreased significantly compared with healthy trees as the season progressed and plummeted to zero with the onset of scorch symptoms. Prior to the onset of symptoms, embolism was as much as 3.7 times higher inXf-infected petioles compared with healthy controls and preceded significant reductions inK(s). Embolism likely resulted from pit membrane degradation during colonization of new petiole xylem and triggered the process that eventually led to vessel occlusion. Pit membrane porosity was studied using the following four methods to determine if a pathway exists in the xylem network of woody stems that allows for passiveXf migration: (i) calculations based on vulnerability to cavitation data, (ii) scanning electron micrographs, (iii) microsphere injections, and (iv) air seeding thresholds on individual vessels. All four methods consistently demonstrated that large pit membrane pores (i.e. greater than the diameter of individualXf) occur frequently throughout the secondary stem xylem in severalQuercus species. These large pores probably facilitate systemic colonization of the secondary xylem network and contribute to the high susceptibility to bacterial leaf scorch exhibited among these species."
79	"M. A. Matthews, G. A. Gambetta, B. Choat and T. L. Rost"	"Pierces disease results from a systemic plant defense response"	"Pierces disease results from a systemic plant defense response | "
77	"L. L. R. Marques, H. Ceri, G. P. Manfio, D. M. Reid and M. E. Olson"	"Characterization of biofilm formation by Xylella fastidiosa in vitro"	"Characterization of biofilm formation by Xylella fastidiosa in vitro | Xylella fastidiosa colonizes the xylem of various host plants, causing economically important diseases such as Pierce's disease in grapevine and citrus variegated chlorosis (CVC) in sweet oranges. The aggregative nature of this bacterium has been extensively documented in the plant xylem and the insect's foregut. Structured communities of microbial aggregates enclosed in a self-produced polymeric matrix and attached to a surface are defined as biofilms. In this study, we characterized biofilm formation by X. fastidiosa through the use of a novel in vitro assay for studying biofilm growth in a potential mimic system of what might occur in planta. We used wood, a xylem rich material, as a surface for bacterial attachment and biofilm formation, under shear force. We demonstrated that X. fastidiosa strains isolated from various hosts formed biofilm on wood in this in vitro assay. Different biofilm morphology was detected, which seems to vary according to the strain tested and microenvironmental conditions analyzed. We observed that strains from different hosts could be grouped according to three parameters: biofilm morphology, the ability to form clumps in liquid culture, and the ability to attach to glass surfaces. We hypothesize that biofilm formation is likely a major virulence factor in diseases related to X. fastidiosa, bringing a new perspective for disease treatment."
76	"J. Lu, X. Xu, Z. Ren, H. Yun and X. Liu"	"Interaction between the pathogen and host plants during the Pierce's disease development of grapevines"	"Interaction between the pathogen and host plants during the Pierce's disease development of grapevines | Pierce's disease (PD) is a limited factor to production of non-native grapes in the southeastern United States. The disease has recently received national and international concerns due to its outbreak in California. Pierce's disease is caused by a bacterial pathogen known as Xylella fastidiosa (XF) which is transmitted by leaf hoppers when they feed on grapevines. It has generally been believed that clogging the xylem vessels by XF results in the typical PD symptoms: marginal necrosis, uneven lignifications of annual canes, abscissions occurring between leaf blades and petioles, and dead shoots. However, there are many unexplained phenomenon during the course of the disease development, and the real causes of PD maybe more complicated than water deficiency. In order to better understand the mechanism of the disease development and host plant resistance to PD infection, we have been investigating the pathogenesis of XF, interactions between XF and grapevine, variations and changes of plant growth regulators among PD resistant and susceptible grapes. It appeared that the PD symptom development associated with physiological and biochemical changes of grapevines. For example, both ABA and SA levels increased during the course of PD development. In the mean time, PD infected leaves showed various abnormalities with symptoms similar to mineral nutrient imbalances such as phosphorous (P) deficiency and magnesium (Mg), manganese (Mn) and iron (Fe) toxicities. In addition, the PD infected leaves and petioles showed significantly lower levels of K and higher levels of Fe, Cu, and Zn than those non-infected ones. In a separate study, when culture filtrates from X. fastidiosa were placed on wounded leaf segment, the susceptible cultivars showed severe symptoms while no or very mild symptoms were found on PD resistant cultivars. Two toxic compounds were also isolated from the XF culture filtrate. This result indicated that PD symptom development maybe associated in part with a toxic effect from X. fastidiosa. Our studies revealed that the PD development involves a series of complex interactions between the XF pathogen and the host plant, and many physiological and biochemical changes occured in the host plants during PD development."
174	"J. Chen, S. Han, E. Civerolo, D. C. Stenger and M. Van Sluys"	"Two whole genome sequences of Xylella fastidiosa almond leaf scorch strains"	"Two whole genome sequences of Xylella fastidiosa almond leaf scorch strains | "
202	"F. Wong, D. A. Cooksey and H. S. Costa"	"Documentation and characterization of Xylella fastidiosa strains in landscape hosts"	"Documentation and characterization of Xylella fastidiosa strains in landscape hosts | "
249	"D. Barbosa, V. C. Alencar, D. S. Santos, A. C. de Freitas Oliveira, A. A. de Souza, H. D. Coletta-Filho, R. C. de Oliveira and L. R. Nunes"	"Comparative genomic analysis of coffee-infecting Xylella fastidiosa strains isolated from Brazil"	"Comparative genomic analysis of coffee-infecting Xylella fastidiosa strains isolated from Brazil | Strains of Xylella fastidiosa constitute a complex group of bacteria that develop within the xylem of many plant hosts, causing diseases of significant economic importance, such as Pierce's disease in North American grapevines and citrus variegated chlorosis in Brazil. X. fastidiosa has also been obtained from other host plants, in direct correlation with the development of diseases, as in the case of coffee leaf scorch (CLS) a disease with potential to cause severe economic losses to the Brazilian coffee industry. This paper describes a thorough genomic characterization of coffee-infecting X fastidiosa strains, initially performed through a microarray-based approach, which demonstrated that CLS strains could be subdivided in two phylogenetically distinct subgroups. Whole-genomic sequencing of two of these bacteria (one from each subgroup) allowed identification of ORFs and horizontally transferred elements (HTEs) that were specific to CLS-related X fastidiosa strains. Such analyses confirmed the size and importance of HTEs as major mediators of chromosomal evolution amongst these bacteria, and allowed identification of differences in gene content, after comparisons were made with previously sequenced X. fastidiosa strains, isolated from alternative hosts. Although direct experimentation still needs to be performed to elucidate the biological consequences associated with such differences, it was interesting to verify that CLS-related bacteria display variations in genes that produce toxins, as well as surface-related factors (such as fimbrial adhesins and LPS) that have been shown to be involved with recognition of specific host factors in different pathogenic bacteria"
201	"R. L. Wichman and D. L. Hopkins"	"Differentiation of pathogenic groups of Xylella fastidiosa strains with whole-cell protein profiles"	"Differentiation of pathogenic groups of Xylella fastidiosa strains with whole-cell protein profiles | Whole-cell protein analyses of 75 Xylella fastidiosa strains by sodium dodecyl sulfate-polyacrylamide gel electrophoresis were compared, and variations in the protein banding patterns among the strains were observed. Based on the presence, absence, or difference in intensity of 10 protein bands within the 21.5 to 45.0 kDa molecular mass range, the strains could be subdivided into four distinct pathogenic groups and two miscellaneous groups whose members were pathogenic to various different hosts. Group I was the Pierce's disease of grapevine pathogenic group. Although 4 of these 45 strains had hosts of origin other than grapevine, they all produced Pierce's disease symptoms. Uniform, distinct protein profiles also occur-red with group 2 (elderberry leaf scorch strains), group 3 (oak leaf scorch strains), and group 4 (oleander leaf scorch strains). Groups 5 and 6 were made up of strains pathogenic to almond, blackberry, lupine, mulberry, periwinkle, elm, and plum. Thus, whole-cell protein analysis was shown to be a rapid and consistent method for identifying four pathogenic groups of X. fastidiosa strains."
172	"D. Boscia"	"Occurrence of Xylella fastidiosa in Apulia"	"Occurrence of Xylella fastidiosa in Apulia | "
