Refid	Author	Title	content
720	R. Zemek and R. Socha	Habitat selection in the bug Pyrrhocoris apterus: Does it minimize the risk of being parasitized by the ectoparasitic mite Hemipteroseius adleri?	"The firebug Pyrrhocoris apterus (Heteroptera: Pyrrhocoridae) is a polyphage whose European populations mainly feed on the seeds of trees (Tilia cordata, T. platyphylos, Robinia pseudoacacia) or plants such as mallows (Malvaceae). It is frequently found on the ground near host trees or at the base of their trunks. During summer, however, we observed many individuals to climb up the trees. Movement of the bugs to upper parts of the trees and their occurrence in canopies have not been reported so far and there is also no clear explanation for this behavior. We formulated the hypothesis that P. apterus switches habitat to find optimal abiotic conditions for its development and to avoid the ectoparasitic mite Hemipteroseius adleri (Otopheidomenidae). To test this hypothesis we collected samples of adult males and females of the firebug from linden tree trunks at >1 m above the ground (tree habitat) and from the ground near these trees (ground habitat). The insects were individually preserved in vials with ethanol and examined using a microscope. Eggs, larvae, nymphs, and adults of H. adleri found on each specimen were counted. The results revealed that the bugs dwelling on linden trees were nearly devoid of parasitic mites (only 5% were parasitized), whereas 29% of those collected on the ground were parasitized. The mean numbers of H. adleri found on the respective groups were clearly different. We also tested whether P. apterus is more likely to be infested by H. adleri during its final larval ecdysis. Laboratory experiments showed no differences between the infestation by the mite in adult bugs and adults emerged from the last instars. We conclude that selection of a tree habitat in P. apterus might contribute to reducing the risk of being parasitized by H. adleri."
632	"V. P. Mataruga, M. Mrdakovic, M. Vlahovic, L. Ilijin, M. J. Tomanic, D. Mircic and V. Nenadovic"	BIOGENIC AMINES IN PROTOCEREBRAL A2 NEUROSECRETORY NEURONS OF LYMANTRIA DISPAR L. (LEPIDOPTERA: LYMANTRIIDAE) - RESPONSE TO TROPHIC STRESS	"The number, morphometric parameters and amount of aminergic neurosecretory product of protocerebral A2 neurosecretory neurons were investigated in the fifth instar of Lymantria dispar caterpillars, following a suitable or unsuitable trophic regime. Caterpillars originated from two populations (Quercus rubra or Robinia pseudoacacia forest) and were differently adapted to trophic stress, i.e. feeding on locust tree leaves - unsuitable host plant. The number of neurosecretory neurons was higher in the caterpillars originated from Robinia population than in Quercus population, regardless of feeding. A2 neurosecretory neurons, nuclei and their nucleoli were larger in caterpillars fed with unsuitable leaves in both populations. There was more aminergic product in the A2 neurosecretory neurons of the caterpillars fed with unsuitable leaves independently of population origin."
1969	"A. Simionescu, G. Mihalache and D. Pirvescu"	"Development of the gradations of Lymantria dispar L. in Rumania, and control measures"	"Lymantria dispar (L.) is one of the principal pests of oaks in Rumania, the susceptible species of which are enumerated; Robinia pseudacacia, Populus and Salix are also attacked in certain areas. The regions most suitable for the pest are the oak forests of the southern plains and in the west, where climatic conditions are favourable. Accounts are given of three gradation cycles that occurred in different areas in 1953-60, 1961-67 and 1968-71, respectively; details of the factors involved and of the dates and places of the various phases are shown in tables. During the progression phase, 1000-Q1400 eggs are laid/female; fecundity falls to 50-150/female during the retrogression phase, and natural mortality factors such as parasites and diseases become more active. Chemical treatment with sprays containing DDT and BHC during these years indicated that defoliation could be prevented by these means but subsequent reinfestation could not. It was also observed that defoliation did not kill the infested oaks unless it was combined with other adverse factors."
981	M. Skuhrava and V. Skuhravy	"Gall midge fauna (Diptera, Cecidomyiidae) of South Tyrol: 5. Gall midges of ('')Unterland ''"	"During investigations in the southern part of South Tyrol, called Unterland in 2004,134 gall midge species were found at 18 localities situated at altitudes from 250 m up to 2340 m a.s.l. A total of 10 species are new records for the fauna of Italy (Contarinia fagi, C. steini, Dasineura interbracta, D. spicatae, Gephyraulus raphanistri, G. sisymbrii, Macrolabis achilleae, M. laserpitii, Mycodiplosis saundersi and Oligotrophus schmidti). Additionally 12 species are new records for South Tyrol (Aschistonyx carpinicolus, Asphondylia ononidis, Contarinia quercina, Dasineurafilicina, D. gleditchiae, D. papaveris, D. sisymbrii, Janetiella oenephila, Mikomya coryli, Obolodiplosis robiniae, Ozirhincus millefolii und Phegomyiafagicola). The present gall midge fauna of South Tyrol includes 230 species. An annotated list of species found in South Tyrol in 2004 is given with details of collection sites as well as biological data. The gall midges are associated with 95 host plant species. The average species number per individual locality (17 species, from 4 to 29) is relatively high. The number of gall midge species decreases with increasing altitude. The majority of species were found at one to three localities. The following species occur abundantly: Wachtliella rosarum on Rosa canina and related species of Rosa and Cystiphora taraxaci on Taraxacton officinale, A total of 78 species have european, 48 euro-siberian and 6 submediterranean distribution. Dasineura gleditchiae on Gleditschia triacanthos and Obolodiplosis robiniae on Robinia pseudoacacia are nearctic species which have been accidentally introduced from North America to Europe and were recorded in South Tyrol in 2004 for the first time. Galls of Janetiella oenephila on leaves of Vitis vinifera were also recorded for the first time in South Tyrol. A total of 15 gall midge species are associated with 13 alpine and subalpine host plant species. Dasineura spicatae (KIEFFER, 1909) is a valid name (not a synonym of Jaapiella veronicae) for a species which causes galls on Veronica spicata."
17	P. Buzombo and L. Morano	Strain differences in Xylella fastidiosa observed using indirect immunofluorescence	Strain differences in Xylella fastidiosa observed using indirect immunofluorescence | 
16	N. Buzkan and M. A. Walker	Effect of tissue on the inoculation and detection of Xylella fastidiosa in the grapevine	"Effect of tissue on the inoculation and detection of Xylella fastidiosa in the grapevine | Pierce's disease of the grapevine is caused by a xylem-limited bacterium, Xylella fastidiosa (Xf). Susceptible vines die within a few years after infection. However, the mechanism of pathogenesis is not fully understood. It is very important to optimize the timing and positioning of inoculation in host plants to study the infection process. Rooted dormant cuttings of cv. Chardonnay (susceptible vine) were grouped as stem tissue hardening and shoot elongation for needle-inoculation with 20 mul of 2 x 108 cfu ml-1 of Xf suspension. The infected plants were sampled 2 and 3 weeks following postinoculation (wpi) at 10 cm above the point of inoculation. Negative controls were prepared with 5 plants from each group with water inoculation. DAS-ELISA was used to detect Xf. Plants with soft stem tissue were not well suited to needle inoculation due to their poorly hardened stems, and bacterial suspension could not be fully supplied to the tissue. However, ELISA worked well with both stem types. Chardonnay cuttings with gtoreq30 cm long semi-hardwood tissue, sampled 2 wpi, resulted in fast bacterial movement, while ELISA readings dramatically dropped 3 wpi. Samples from the apical end of inoculated shoots had low ELISA readings, likely the result of young xylem development."
15	"R. H. Brlansky, V. D. Damsteegt and J. S. Hartung"	Transmission of the citrus variegated chlorosis bacterium Xylella fastidiosa with the sharpshooter Oncometopia nigricans	"Transmission of the citrus variegated chlorosis bacterium Xylella fastidiosa with the sharpshooter Oncometopia nigricans | Citrus variegated chlorosis (CVC) is an economically important, destructive disease in Brazil and is caused by the bacterium Xylella fastidiosa Wells. The bacterium has been found to be transmitted in Brazil by sharpshooter leafhoppers (Cicadellidae). Sharpshooters are present in most citrus growing areas of the United States. The sharpshooter leafhopper; Oncometopia nigricans Walker, frequently is found feeding on citrus in Florida. This sharpshooter transmits the X. fastidiosa strains that cause Pierce's disease of grape and ragweed stunt; Research was initiated to determine if O. nigricans was capable of vectoring the X. fastidiosa that causes CVC. In 59 different transmission tests, using 1 to 57 insects per test, transmission of the bacterium was observed 12 times (20.3%). Symptom development in the greenhouse was not a reliable indicator of transmission. Transmission was verified by specific polymerase chain reaction-based assays. Individual insects were able to transmit the bacterium. This information on sharpshooter transmission of CVC is needed to assess the threat posed by the CVC disease to the citrus industries in the United States."
14	J. H. Blake	"DISTRIBUTION OF XYLELLA-FASTIDIOSA IN OAK, MAPLE, AND SYCAMORE IN SOUTH-CAROLINA"	"DISTRIBUTION OF XYLELLA-FASTIDIOSA IN OAK, MAPLE, AND SYCAMORE IN SOUTH-CAROLINA | "
13	B. R. Bextine and T. A. Miller	Comparison of whole-tissue and xylem fluid collection techniques to detect Xylella fastidiosa in grapevine and oleander	"Comparison of whole-tissue and xylem fluid collection techniques to detect Xylella fastidiosa in grapevine and oleander | Xylella fastidiosa is the xylem-limited bacterium that causes Pierce's disease of grapevine and oleander leaf scorch. Detection of this pathogen prior to symptom development is critical for improved management of the disease. Enzyme-linked immunosorbent assay (ELISA) and polymerase chain reaction (PCR) currently are used for routine detection of the pathogen; however, both detection methods are limited by low titer or patchy distribution of the bacterium within a host plant. In the study reported here, we directly compared X. fastidiosa detection in whole-tissue samples with xylem fluid samples from grapevine and oleander. Collection of xylem fluid samples improved sensitivity of pathogen detection by ELISA (41.0%) compared with whole-tissue samples (20.5%) in asymptomatic grapevine. Additionally, pathogen detection in asymptomatic grapevine by PCR also was improved when xylem samples were tested (66.7%) compared with whole-tissue samples (23.1%). There were no differences in frequency of detection of X. fastidiosa in symptomatic grapevines by ELISA or PCR dependent upon sample collection method. Assays of xylem fluid samples did not improve detection of X. fastidiosa in symptomatic or asymptomatic oleander compared with assays of whole tissue. Finally, in a direct comparison of ELISA and PCR, we found no significant differences in frequencies of positive grapevine or oleander samples detected."
12	B. R. Bextine and T. A. Miller	Improved detection of Xylella fastidiosa in asymptomatic grapevine using xylem fluid collection technique	"Improved detection of Xylella fastidiosa in asymptomatic grapevine using xylem fluid collection technique | Xylella fastidiosa (Xf) is the xylem-limited bacterium that causes Pierce's disease of grapevine. Detection of this pathogen prior to symptom development is critical for improved management of the pathogen. ELISA and PCR are currently used for routine detection of the pathogen; however both detection methods are limited by low titer or patchy distribution of the bacterium within a host plant. In this study, we directly compared X. f. detection in whole-tissue samples to xylem fluid samples from grapevine and also oleander. DNA extraction from xylem fluid samples improved sensitivity of pathogen detection by ELISA (41.0%) compared to whole-tissue samples (20.5%) in asymptomatic grapevine. Additionally, pathogen detection in asymptomatic grapevine by PCR was also improved when xylem samples were tested (66.7%) compared to whole-tissue samples (23.1%). Detection in xylem fluid samples did not improve detection of X. f. in symptomatic or asymptomatic oleander. Finally, in a direct comparison of ELISA and PCR, we found no significant differences in numbers of positive grapevine or oleander samples detected."
11	"M. J. G. Beretta, R. Harakava and C. M. Chagas"	First report of Xylella fastidiosa in coffee	First report of Xylella fastidiosa in coffee | 
10	K. Baumgartner and J. G. Warren	Persistence of Xylella fastidiosa in riparian hosts near northern California vineyards	"Persistence of Xylella fastidiosa in riparian hosts near northern California vineyards | The spread of Pierce's disease (PD) from riparian hosts to grapevines in California's north-coastal grape-growing region is a function of the proportion of Graphocephala atropunctata (blue-green sharpshooters [BGSSs]) that acquire Xylella fastidiosa from infected plant tissue. Riparian hosts that do not maintain sufficient X. fastidiosa populations for acquisition may not be significant inoculum reservoirs. We examined X. fastidiosa populations in systemically infected riparian hosts (California blackberry, California grapevine, elderberry, Himalayan blackberry, periwinkle) at two coastal locations (Mendocino and Napa) with two methods of quantitation (culturing and real-time polymerase chain reaction) from 2003 to 2004. In summer and autumn, X. fastidiosa populations were above the threshold for BGSS acquisition in periwinkle, Himalayan blackberry, and California grapevine at both locations. The only X. fastidiosa-positive plants detected in spring at both locations were periwinkle and Himalayan blackberry, suggesting that these species may contribute to long-term survival of X. fastidiosa. California blackberry and elderberry may not be important reservoirs of X. fastidiosa, given that very few plants of either species maintained infections. Higher X. fastidiosa populations in California grapevine, Himalayan blackberry, and periwinkle in Napa, relative to plants in Mendocino, may partially explain the higher PD incidence in Napa vineyards."
9	"E. L. Barnard, E. C. Ash, D. L. Hopkins and R. J. McGovern"	Distribution of Xylella fastidiosa in oaks in Florida and its association with growth decline in Quercus laevis	Distribution of Xylella fastidiosa in oaks in Florida and its association with growth decline in Quercus laevis | A survey of more than 200 trees has documented the widespread occurrence of Xy[ella fastidiosa in Florida oak populations. The pathogen was detected readily via enzyme-linked immunosorbent assay in oaks exhibiting decline or leaf scorch symptoms and was infrequently detected in asymptomatic trees. It was also associated with reduced growth in Quercus laevis as measured by current-year shoot length. The occurrence of X. fastidiosa in Q. laevis and the evidence for its occurrence in Q. incana represent first reports for these oak hosts. The role of X. fastidiosa in oak decline scenarios deserves further attention.
8	"N. Amanifar, M. Taghavi, K. Izadpanah and G. Babaei"	Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran	"Isolation and pathogenicity of Xylella fastidiosa from grapevine and almond in Iran | Symptoms similar to those of Pierce's disease (PD) of grapevine and leaf scorch of almond were observed in vineyards and almond orchards in several provinces of Iran. Grafting of scions from symptomatic almond trees onto seedlings of a local almond (cv. Mamaee) under greenhouse conditions resulted in the transmission of the leaf scorch agent. A number of symptomatic samples from orchard and greenhouse plants were positive for presence of Xylella fastidiosa when tested by DAS-ELISA and PCR with X. fastidiosa specific antibodies and primers. A Gram-negative bacterium similar to X. fastidiosa was isolated on 'periwinkle wilt' (PW) medium. Selected isolates induced symptoms similar to those caused by X. fastidiosa when inoculated on Nicotiana tabacum, seedlings of almond and grapevine under greenhouse conditions. DAS-ELISA and PCR confirmed the identity of the isolated bacteria. On the basis of disease symptoms, graft transmission, isolation on specific X. fastidiosa culture medium, pathogenicity tests and positive reactions in DAS-ELISA and PCR, X. fastidiosa is associated with almond leaf scorch and Pierce's disease in grapevine in Iran. This is the first report on the presence of X. fastidiosa in the Middle East and western Asia."
7	R. P. P. Almeida and A. H. Purcell	Patterns of Xylella fastidiosa colonization on the precibarium of sharpshooter vectors relative to transmission to plants	"Patterns of Xylella fastidiosa colonization on the precibarium of sharpshooter vectors relative to transmission to plants | Xylella fastidiosa is a bacterial plant pathogen that causes many plant diseases, including Pierce's disease of grapevines. Sharpshooter leafhopper (Hemiptera: Cicadellidae: Cicadellinae) vectors transmit this bacterium to plants. Although the basic mechanism of pathogen transmission is not completely understood, previous studies implicated the foregut of infected insects as the source of bacterial inoculum because infective nymphs lose transmissibility after molting and no latent period is required for transmission. Scanning electron microscopy documented the spatial distribution of X. fastidiosa in the foreguts of the sharpshooter Graphocephala atropunctata (Signoret) after short (1-d) and long (4-d) acquisition access periods on infected plants and various inoculation access periods on grape test plants. After 1-d acquisition and 1-d inoculation periods, cells had only colonized portions of the precibarium between the stylets and the cibarial pump, often embedded in a matrix-like material. After long (15-d) periods after acquisition, we found bacterial cells attached polarly to the insect's cuticle in a regular pattern throughout the precibarium but absent from specific locations on both pharynges. Insects sampled for microscopy 2 wk after long acquisition access periods and that contained bacteria in their mouthparts transmitted X.fastidiosa to healthy grapevines independently of the length of the acquisition access period. In contrast, individuals free of bacteria on the precibarium did not transmit the pathogen. After successive short acquisition and inoculation periods, 5 of 12 X. fastidiosa-positive insects did not transmit to plants. We also did transmission experiments with the sharpshooter Homalodisca coagulata; however, only one of 30 individuals had X. fastidiosa attached to its precibarium, and none transmitted it to plants. Our results suggest that sharpshooters introduce into plants X. fastidiosa cells that detach from the precibarial canal during feeding."
6	R. P. P. Almeida and A. H. Purcell	Biological traits of Xylella fastidiosa strains from grapes and almonds	"Biological traits of Xylella fastidiosa strains from grapes and almonds | Xylella fastidiosa is a xylem-limited bacterium that causes various diseases, among them Pierce's disease of grapevine (PD) and almond leaf scorch (ALS). PD and ALS have long been considered to be caused by the same strain of this pathogen, but recent genetic studies have revealed differences among X. fastidiosa isolated from these host plants. We tested the hypothesis that ALS is caused by PD and ALS strains in the field and found that both groups of X. fastidiosa caused ALS and overwintered within almonds after mechanical inoculation. Under greenhouse conditions, all isolates caused AILS and all isolates from grapes caused PD. However, isolates belonging to almond genetic groupings did not cause PD in inoculated grapes but systemically infected grapes with lower frequency and populations than those belonging to grape strains. Isolates able to cause both PD and ALS developed 10-fold-higher concentrations of X. fastidiosa in grapes than in almonds. In the laboratory, isolates from grapes overwintered with higher efficiency in grapes than in almonds and isolates from almonds overwintered better in almonds than in grapes. We assigned strains from almonds into groups I and II on the basis of their genetic characteristics, growth on PD3 solid medium, and bacterial populations within inoculated grapevines. Our results show that genetically distinct strains from grapes and almonds differ in population behavior and pathogenicity in grapes and in the ability to grow on two different media."
5	"R. P. P. Almeida, F. E. Nascimento, J. Chau, S. S. Prado, C.-W. Tsai, S. A. Lopes and J. R. S. Lopes"	Genetic structure and biology of Xylella fastidiosa strains causing disease in citrus and coffee in Brazil	"Genetic structure and biology of Xylella fastidiosa strains causing disease in citrus and coffee in Brazil | Xylella fastidiosa is a vector-borne, plant-pathogenic bacterium that causes disease in citrus (citrus variegated chlorosis [CVC]) and coffee (coffee leaf scorch [CLS]) plants in Brazil. CVC and CLS occur sympatrically and share leafhopper vectors; thus, determining whether X. fastidiosa isolates can be dispersed from one crop to another and cause disease is of epidemiological importance. We sought to clarify the genetic and biological relationships between CVC- and CLS-causing X. fastidiosa isolates. We used cross-inoculation bioassays and microsatellite and multilocus sequence typing (MLST) approaches to determine the host range and genetic structure of 26 CVC and 20 CLS isolates collected from different regions in Brazil. Our results show that citrus and coffee X. fastidiosa isolates are biologically distinct. Cross-inoculation tests showed that isolates causing CVC and CLS in the field were able to colonize citrus and coffee plants, respectively, but not the other host, indicating biological isolation between the strains. The microsatellite analysis separated most X. fastidiosa populations tested on the basis of the host plant from which they were isolated. However, recombination among isolates was detected and a lack of congruency among phylogenetic trees was observed for the loci used in the MLST scheme. Altogether, our study indicates that CVC and CLS are caused by two biologically distinct strains of X. fastidiosa that have diverged but are genetically homogenized by frequent recombination."
3	"R. P. Almeida, J. H. Chau, F. E. Nascimento and J. S. Lopes"	Genetic structure of citrus and coffee isolates of Xylella fastidiosa from Brazil	Genetic structure of citrus and coffee isolates of Xylella fastidiosa from Brazil | 
2	"E. Aguilar, W. Villalobos, L. Moreira, C. M. Rodriguez, E. W. Kitajima and C. Rivera"	First report of Xylella fastidiosa infecting citrus in Costa Rica	First report of Xylella fastidiosa infecting citrus in Costa Rica | 
1	"E. Aguilar, L. Moreira and C. Rivera"	Confirmation of Xylella fastidiosa infecting grapes Vitis vinifera in Costa Rica	"Confirmation of Xylella fastidiosa infecting grapes Vitis vinifera in Costa Rica | In 2003, symptoms of Pierce Disease (PD) were observed in two vineyards established in two different localities in San Jose province (Santa Ana and La Uruca) and in La Garita, Alajuela province. Twenty four symptomatic plants (15 from Santa Ana, five from La Uruca and four from La Garita) were analyzed by DAS-ELISA using antibodies against Xylella fastidiosa. Sixteen plants (nine from Santa Ana, five from La Uruca, and two from La Garita) were positives for the bacterium. Isolation attempts were made from petioles of these plants, and seven isolates were obtained in liquid PW. Aliquots of liquid media were inoculated on solid PW. Ten days after inoculation, circular and convex colonies, with entire margin, smooth and opalescent, of 0.5-1mm in diameter were observed. From each isolate three colonies were selected and considered as different clones. Every clone was analyzed by DAS-ELISA with positive results. Clones were Gram negative, catalase positive and oxidase negative. The bacteria were rod shaped, and showed a typically rippled cell wall. DNA of each clone was extracted and used as template in PCR with primer's 272-1/272-2 and RST31/RST33; products of 500pb and 733pb were obtained, respectively. These results confirmed the presence of X fastidiosa causing PD in grapevine plants in different vineyards in Costa Rica."
75	"S. A. Lopes, D. M. Ribeiro, P. G. Roberto, S. C. Franca and J. M. Santos"	Nicotiana tabacum as an experimental host for the study of plant-Xylella fastidiosa interactions	"Nicotiana tabacum as an experimental host for the study of plant-Xylella fastidiosa interactions | Xylella fastidiosa causes citrus variegated chlorosis (CVC). Information generated from the X. fastidiosa genome project is being used to study the underlying mechanisms responsible for pathogenicity. However, the lack of an experimental host other than citrus to study plant-X. fastidiosa interaction has been an obstacle to accelerated progress in this area. We present here results of three experiments that demonstrated that tobacco could be an important experimental host for X. fastidiosa. All tobacco plants inoculated with a citrus strain of X. fastidiosa expressed unequivocal symptoms, consisting of orange leaf lesions, approximately 2 months after injection of the pathogen. CVC symptoms were observed in citrus 3 to 6 months after inoculation. The pathogen was readily detected in symptomatic tobacco plants by polymerase chain reaction (PCR) and phase contrast microscopy. In addition, X. fastidiosa was reisolated on agar plates in 4 of 10 plants. Scanning electron microscopy analysis of cross sections of stems and petioles revealed the presence of rod shaped bacteria restricted to the xylem of inoculated plants. The cell size was within the limit typical of X. fastidiosa."
74	"S. A. Lopes, S. Marcussi, S. C. Z. Torres, V. Souza, C. Fagan, S. C. Franca, N. G. Fernandes and J. R. S. Lopes"	"Weeds as alternative hosts of the citrus, coffee, and plum strains of Xylella fastidiosa in Brazil"	"Weeds as alternative hosts of the citrus, coffee, and plum strains of Xylella fastidiosa in Brazil | In Brazil, Xylella fastidiosa is present in citrus (Citrus sinensis), coffee (Coffea arabica), and plum (Prunus sp.) crops, causing the citrus variegated chlorosis (CVC), coffee leaf Scorch (CLS), and plum leaf scald (PLS). Also present in these crops and infesting weeds, which ultimately could serve as sources of inoculum for the cultivated trees, are diverse populations of xylem-feeding leafhopper vectors. In order to assess host range of X. fastidiosa among weeds and to better understand their role in epidemics, field surveys, mechanical inoculations, and insect transmission tests were conducted. Polymerase chain reaction (PCR) and culture plating were used to detect the pathogen from plant tissues. X. fastidiosa was detected in 10 out of 23 species of the weed plants sampled in two citrus groves affected by CVC. None of the weed plants showed external symptoms. In the greenhouse, the average percentages of infection on plants mechanically inoculated with the CVC, CLS, and PLS strains of X. fastidiosa were, respectively, 25, 10, 0 in Medicago sativa; 70, 45, 20 in Echinochloa crus-galli; 45, 30, 0 in Brachiaria decumbens; 72, 70, 40 in Brachiaria plantaginea; 13, 10, 0 in Digitaria horizontalis; 31, 30, 0 in Solanum americanum; and 17, 0, 0 in Bidens pilosa. Symptoms were observed only in S. americanum and citrus and only when inoculated with the CVC strain. In insect transmission tests, the grass leafhopper Ferrariana trivittata was first caged on citrus plants showing CVC symptoms and then on healthy citrus and on the four most common weeds. No plants tested positive by PCR or culture, or showed symptoms for at least 4 months after inoculation. The amount of X. fastidiosa cells that may accumulate in weeds inoculated by leafhoppers is probably under insect acquisition thresholds, a factor that would limit their importance to the CVC epidemics, as studies on spatial distribution of diseased citrus trees over time indicate."
73	"J. R. S. Lopes, M. P. Daugherty and R. P. P. Almeida"	Context-dependent transmission of a generalist plant pathogen: host species and pathogen strain mediate insect vector competence	"Context-dependent transmission of a generalist plant pathogen: host species and pathogen strain mediate insect vector competence | The specificity of pathogen-vector-host interactions is an important element of disease epidemiology. For generalist pathogens, different pathogen strains, vector species, or host species may all contribute to variability in disease incidence. One such pathogen is Xylella fastidiosa Wells et al., a xylem-limited bacterium that infects dozens of crop, ornamental, and native plants in the USA. This pathogen also has a diverse vector complex and multiple biologically distinct strains. We studied the implications of diversity in this pathogen-vector-host system, by quantifying variability in transmission efficiency of different X. fastidiosa strains (isolates from almond and grape genetic groups) for different host plants (grape, almond, and alfalfa) by two of the most important vectors in California: glassy-winged sharpshooter [Homalodisca vitripennis (Germar)] and green sharpshooter (Draeculacephala minerva Ball) (both Hemiptera: Cicadellidae). Transmission of isolates of the almond strain by H. vitripennis did not differ significantly, whereas transmission varied significantly among isolates from the grape strain (15-90%). Host plant species did not affect H. vitripennis transmission. Conversely, D. minerva efficiency was mediated by both host plant species and pathogen strain. No acquisition of an almond isolate occurred regardless of plant type (0/122), whereas acquisition of a grape isolate from alfalfa was 10-fold higher than from grape or almond plants. These results suggest that pathogen, vector, and host diversity impose contingencies on the transmission ecology of this complex disease system. Studies aimed at the development of management strategies for X. fastidiosa diseases should consider the complexity of these interactions as they relate to disease spread."
72	"G. Loconsole, O. Potere, D. Boscia, G. Altamura, K. Djelouah, T. Elbeaino, D. Frasheri, D. Lorusso, F. Palmisano, P. Pollastro, M. R. Silletti, N. Trisciuzzi, F. Valentini, V. Savino and M. Saponari"	DETECTION OF XYLELLA FASTIDIOSA IN OLIVE TREES BY MOLECULAR AND SEROLOGICAL METHODS	"DETECTION OF XYLELLA FASTIDIOSA IN OLIVE TREES BY MOLECULAR AND SEROLOGICAL METHODS | Xylella fastidiosa has recently been identified in the Apulian province of Lecce (south-eastern Italy) in olive trees affected by a devastating disease denoted Olive Quick Decline Syndrome (OQDS), that appeared suddenly in 2010. Symptoms of OQDS consist of withering and desiccation of scattered terminal shoots, which rapidly expands to the rest of the canopy, and results in the collapse and death of the tree. The identification of X. fastidiosa in OQDS-affected trees represents the first confirmed detection of this bacterium in the European Union (EU), but its exact role in the aetiology of this disease is yet to be determined. Since X. fastidiosa is a regulated quarantine pathogen in the EU, upon request of the Apulian Plant Protection Service, surveys were initiated in order to delineate the contaminated area. To this effect, diagnostic protocols based on ELISA and conventional PCR for X. fastidiosa detection in olive samples were compared and validated via an interlaboratory ring-test in which three accredited laboratories, all located in Italy, participated. Both procedures proved to be equally effective but, due to the simplicity of sample preparation, ELISA was chosen for the large-scale X. fastidiosa monitoring programme now in progress."
71	"S. Livingston, J. Chen and E. L. Civerolo"	Seasonal Behavior of Xylella fastidiosa Causing Almond Leafscorch Disease under Field Conditions and Improved Detection of the Bacteria by Means of Array-PCR	"Seasonal Behavior of Xylella fastidiosa Causing Almond Leafscorch Disease under Field Conditions and Improved Detection of the Bacteria by Means of Array-PCR | Almond leaf scorch disease (ALSD) caused by Xylella fastidiosa is potentially a serious threat to the almond industry in San Joaquin Valley of California. Knowledge of X. fastidiosa behaviour in the plant host under field conditions is important for disease control and this issue is being addressed in this project. Occurrence of ALSD is strongly influenced by environmental factors. In 2006, the earliest leaf scorching symptoms were observed in June, whereas in 2007, the earliest occurrence of leaf scorching symptoms was in July, a delay of 1 month. In both years, PCR detected X. fastidiosa 1 month before of symptom expression. PCR was slightly more sensitive than cultivation method for early bacterial detection. However, uneven bacterial distribution and random sampling errors may have contributed to the differences among the assays. Correlation between cultivation and PCR detection was greater than 90%. During the processing of a large number of samples, we noticed occasional failures in PCR amplifications of some samples, interfering result interpretation. We developed an array-PCR protocol using primers from seven housekeeping genes to correct the deficiency."
70	"W. B. Li, C. H. Zhou, W. D. Pria, D. C. Teixeira, V. S. Miranda, E. O. Pereira, A. J. Ayres and J. S. Hartung"	Citrus and coffee strains of Xylella fastidiosa induce Pierce's disease in grapevine	"Citrus and coffee strains of Xylella fastidiosa induce Pierce's disease in grapevine | Xylella fastidiosa causes citrus variegated chlorosis (CVC) disease in Brazil and Pierce's disease of grapevines in the United States. Both of these diseases cause significant production problems in the respective industries. The recent establishment of the glassy-winged sharpshooter in California has radically increased the threat posed by Pierces disease to California viticulture. Populations of this insect reach very high levels in citrus groves in California and move from the orchards into the vineyards, where they acquire inoculum and spread Pierce's disease in the vineyards. Here we show that strains of X. fastidiosa isolated from diseased citrus and coffee in Brazil can incite symptoms of Pierce's disease after mechanical inoculation into seven commercial Vitis vinifera varieties grown in Brazil and California. Thus, any future introduction of the CVC strains of X. fastidiosa into the United States would pose a threat to both the sweet orange and grapevine industries. Previous work has clearly shown that the strains of X. fastidiosa isolated from Pierce's disease- and CVC-affected plants are the most distantly related of all strains in the diverse taxon X. fastidiosa. The ability of citrus strains of X. fastidiosa to incite disease in grapevine is therefore surprising and creates an experimental system with which to dissect mechanisms used by X.,fastidiosa in plant colonization and disease development using the full genome sequence data that has recently become available for both the citrus and grapevine strains of this pathogen."
